[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:44:16.954+0800] GC(532) Basic information (value update), threshold: 113753732B (84.75), target occupancy: 134217728B, current occupancy: 116748104B, recent allocation size: 43344B, recent allocation duration: 151.51ms, recent old gen allocation rate: 286088.31B/s, recent marking phase length: 254.20ms
[2024-10-12T10:44:16.954+0800] GC(532) Adaptive IHOP information (value update), threshold: 113753732B (99.71), internal target occupancy: 114085068B, occupancy: 116748104B, additional buffer size: 0B, predicted old gen allocation rate: 1154601.99B/s, predicted marking phase length: 286.97ms, prediction active: true
[2024-10-12T10:44:17.543+0800] GC(538) Basic information (value update), threshold: 107471333B (80.07), target occupancy: 134217728B, current occupancy: 112470896B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60566.99B/s, recent marking phase length: 254.20ms
[2024-10-12T10:44:17.543+0800] GC(538) Adaptive IHOP information (value update), threshold: 107471333B (94.20), internal target occupancy: 114085068B, occupancy: 112470896B, additional buffer size: 6291456B, predicted old gen allocation rate: 1123040.64B/s, predicted marking phase length: 286.97ms, prediction active: true
[2024-10-12T10:44:17.647+0800] GC(539) Basic information (value update), threshold: 107480385B (80.08), target occupancy: 134217728B, current occupancy: 116665200B, recent allocation size: 4128B, recent allocation duration: 102.51ms, recent old gen allocation rate: 40267.47B/s, recent marking phase length: 254.20ms
[2024-10-12T10:44:17.647+0800] GC(539) Adaptive IHOP information (value update), threshold: 107480385B (94.21), internal target occupancy: 114085068B, occupancy: 116665200B, additional buffer size: 6291456B, predicted old gen allocation rate: 1091497.31B/s, predicted marking phase length: 286.97ms, prediction active: true
[2024-10-12T10:44:17.750+0800] GC(540) Basic information (value update), threshold: 107488871B (80.09), target occupancy: 134217728B, current occupancy: 120393584B, recent allocation size: 6192B, recent allocation duration: 102.15ms, recent old gen allocation rate: 60613.94B/s, recent marking phase length: 254.20ms
[2024-10-12T10:44:17.750+0800] GC(540) Adaptive IHOP information (value update), threshold: 107488871B (94.22), internal target occupancy: 114085068B, occupancy: 120393584B, additional buffer size: 6291456B, predicted old gen allocation rate: 1061927.42B/s, predicted marking phase length: 286.97ms, prediction active: true
[2024-10-12T10:44:17.905+0800] GC(542) Basic information (value update), threshold: 113788822B (84.78), target occupancy: 134217728B, current occupancy: 124354928B, recent allocation size: 6192B, recent allocation duration: 151.93ms, recent old gen allocation rate: 40755.50B/s, recent marking phase length: 254.20ms
[2024-10-12T10:44:17.905+0800] GC(542) Adaptive IHOP information (value update), threshold: 113788822B (99.74), internal target occupancy: 114085068B, occupancy: 124354928B, additional buffer size: 0B, predicted old gen allocation rate: 1032324.95B/s, predicted marking phase length: 286.97ms, prediction active: true
[2024-10-12T10:44:17.968+0800] GC(543) Basic information (value update), threshold: 113791430B (84.78), target occupancy: 134217728B, current occupancy: 123195824B, recent allocation size: 33024B, recent allocation duration: 151.93ms, recent old gen allocation rate: 217362.65B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:17.968+0800] GC(543) Adaptive IHOP information (value update), threshold: 113791430B (99.74), internal target occupancy: 114085068B, occupancy: 123195824B, additional buffer size: 0B, predicted old gen allocation rate: 1032324.95B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.317+0800] GC(547) Basic information (value update), threshold: 105411527B (78.54), target occupancy: 134217728B, current occupancy: 83521768B, recent allocation size: 0B, recent allocation duration: 405.61ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.317+0800] GC(547) Adaptive IHOP information (value update), threshold: 105411527B (92.40), internal target occupancy: 114085068B, occupancy: 83521768B, additional buffer size: 8388608B, predicted old gen allocation rate: 1001718.48B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.484+0800] GC(548) Basic information (value update), threshold: 107516590B (80.11), target occupancy: 134217728B, current occupancy: 89813224B, recent allocation size: 6192B, recent allocation duration: 163.27ms, recent old gen allocation rate: 37925.41B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.484+0800] GC(548) Adaptive IHOP information (value update), threshold: 107516590B (94.24), internal target occupancy: 114085068B, occupancy: 89813224B, additional buffer size: 6291456B, predicted old gen allocation rate: 973908.09B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.588+0800] GC(549) Basic information (value update), threshold: 107523946B (80.11), target occupancy: 134217728B, current occupancy: 93541096B, recent allocation size: 6192B, recent allocation duration: 102.57ms, recent old gen allocation rate: 60367.44B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.588+0800] GC(549) Adaptive IHOP information (value update), threshold: 107523946B (94.25), internal target occupancy: 114085068B, occupancy: 93541096B, additional buffer size: 6291456B, predicted old gen allocation rate: 948047.49B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.694+0800] GC(550) Basic information (value update), threshold: 107531074B (80.12), target occupancy: 134217728B, current occupancy: 97506536B, recent allocation size: 6192B, recent allocation duration: 102.18ms, recent old gen allocation rate: 60596.28B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.694+0800] GC(550) Adaptive IHOP information (value update), threshold: 107531074B (94.26), internal target occupancy: 114085068B, occupancy: 97506536B, additional buffer size: 6291456B, predicted old gen allocation rate: 922986.78B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.800+0800] GC(551) Basic information (value update), threshold: 107537989B (80.12), target occupancy: 134217728B, current occupancy: 101696744B, recent allocation size: 6192B, recent allocation duration: 102.53ms, recent old gen allocation rate: 60392.79B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.800+0800] GC(551) Adaptive IHOP information (value update), threshold: 107537989B (94.26), internal target occupancy: 114085068B, occupancy: 101696744B, additional buffer size: 6291456B, predicted old gen allocation rate: 898678.05B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:18.955+0800] GC(553) Basic information (value update), threshold: 113836602B (84.81), target occupancy: 134217728B, current occupancy: 106124008B, recent allocation size: 4128B, recent allocation duration: 150.87ms, recent old gen allocation rate: 27361.05B/s, recent marking phase length: 213.48ms
[2024-10-12T10:44:18.955+0800] GC(553) Adaptive IHOP information (value update), threshold: 113836602B (99.78), internal target occupancy: 114085068B, occupancy: 106124008B, additional buffer size: 0B, predicted old gen allocation rate: 873516.97B/s, predicted marking phase length: 284.44ms, prediction active: true
[2024-10-12T10:44:19.063+0800] GC(554) Basic information (value update), threshold: 113837122B (84.82), target occupancy: 134217728B, current occupancy: 110307808B, recent allocation size: 43344B, recent allocation duration: 150.87ms, recent old gen allocation rate: 287291.00B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.063+0800] GC(554) Adaptive IHOP information (value update), threshold: 113837122B (99.78), internal target occupancy: 114085068B, occupancy: 110307808B, additional buffer size: 0B, predicted old gen allocation rate: 873516.97B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:19.501+0800] GC(559) Basic information (value update), threshold: 107467637B (80.07), target occupancy: 134217728B, current occupancy: 86317408B, recent allocation size: 2097152B, recent allocation duration: 543.39ms, recent old gen allocation rate: 3859405.12B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.501+0800] GC(559) Adaptive IHOP information (value update), threshold: 107467637B (94.20), internal target occupancy: 114085068B, occupancy: 86317408B, additional buffer size: 6291456B, predicted old gen allocation rate: 1148410.69B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:19.604+0800] GC(560) Basic information (value update), threshold: 107477232B (80.08), target occupancy: 134217728B, current occupancy: 90278752B, recent allocation size: 6192B, recent allocation duration: 102.25ms, recent old gen allocation rate: 60557.73B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.604+0800] GC(560) Adaptive IHOP information (value update), threshold: 107477232B (94.21), internal target occupancy: 114085068B, occupancy: 90278752B, additional buffer size: 6291456B, predicted old gen allocation rate: 1114607.31B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:19.708+0800] GC(561) Basic information (value update), threshold: 107486503B (80.08), target occupancy: 134217728B, current occupancy: 94706016B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60304.04B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.708+0800] GC(561) Adaptive IHOP information (value update), threshold: 107486503B (94.22), internal target occupancy: 114085068B, occupancy: 94706016B, additional buffer size: 6291456B, predicted old gen allocation rate: 1081946.87B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:19.811+0800] GC(562) Basic information (value update), threshold: 107495454B (80.09), target occupancy: 134217728B, current occupancy: 98434400B, recent allocation size: 6192B, recent allocation duration: 102.23ms, recent old gen allocation rate: 60569.70B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.811+0800] GC(562) Adaptive IHOP information (value update), threshold: 107495454B (94.22), internal target occupancy: 114085068B, occupancy: 98434400B, additional buffer size: 6291456B, predicted old gen allocation rate: 1050410.72B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:19.916+0800] GC(563) Basic information (value update), threshold: 107504105B (80.10), target occupancy: 134217728B, current occupancy: 102628704B, recent allocation size: 6192B, recent allocation duration: 102.60ms, recent old gen allocation rate: 60353.74B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:19.916+0800] GC(563) Adaptive IHOP information (value update), threshold: 107504105B (94.23), internal target occupancy: 114085068B, occupancy: 102628704B, additional buffer size: 6291456B, predicted old gen allocation rate: 1019934.69B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:20.071+0800] GC(565) Basic information (value update), threshold: 113804173B (84.79), target occupancy: 134217728B, current occupancy: 104259936B, recent allocation size: 6192B, recent allocation duration: 151.11ms, recent old gen allocation rate: 40976.91B/s, recent marking phase length: 253.48ms
[2024-10-12T10:44:20.071+0800] GC(565) Adaptive IHOP information (value update), threshold: 113804173B (99.75), internal target occupancy: 114085068B, occupancy: 104259936B, additional buffer size: 0B, predicted old gen allocation rate: 989596.28B/s, predicted marking phase length: 283.85ms, prediction active: true
[2024-10-12T10:44:20.176+0800] GC(566) Basic information (value update), threshold: 113804750B (84.79), target occupancy: 134217728B, current occupancy: 102088224B, recent allocation size: 49536B, recent allocation duration: 151.11ms, recent old gen allocation rate: 327815.31B/s, recent marking phase length: 253.59ms
[2024-10-12T10:44:20.176+0800] GC(566) Adaptive IHOP information (value update), threshold: 113804750B (99.75), internal target occupancy: 114085068B, occupancy: 102088224B, additional buffer size: 0B, predicted old gen allocation rate: 989596.28B/s, predicted marking phase length: 283.27ms, prediction active: true
[2024-10-12T10:44:20.702+0800] GC(571) Basic information (value update), threshold: 107521604B (80.11), target occupancy: 134217728B, current occupancy: 106185048B, recent allocation size: 4128B, recent allocation duration: 102.27ms, recent old gen allocation rate: 40363.06B/s, recent marking phase length: 253.59ms
[2024-10-12T10:44:20.702+0800] GC(571) Adaptive IHOP information (value update), threshold: 107521604B (94.25), internal target occupancy: 114085068B, occupancy: 106185048B, additional buffer size: 6291456B, predicted old gen allocation rate: 960263.02B/s, predicted marking phase length: 283.27ms, prediction active: true
[2024-10-12T10:44:20.805+0800] GC(572) Basic information (value update), threshold: 107529632B (80.12), target occupancy: 134217728B, current occupancy: 110612312B, recent allocation size: 4128B, recent allocation duration: 102.53ms, recent old gen allocation rate: 40260.61B/s, recent marking phase length: 253.59ms
[2024-10-12T10:44:20.805+0800] GC(572) Adaptive IHOP information (value update), threshold: 107529632B (94.25), internal target occupancy: 114085068B, occupancy: 110612312B, additional buffer size: 6291456B, predicted old gen allocation rate: 931921.25B/s, predicted marking phase length: 283.27ms, prediction active: true
[2024-10-12T10:44:20.909+0800] GC(573) Basic information (value update), threshold: 107537121B (80.12), target occupancy: 134217728B, current occupancy: 114806616B, recent allocation size: 6192B, recent allocation duration: 102.21ms, recent old gen allocation rate: 60579.89B/s, recent marking phase length: 253.59ms
[2024-10-12T10:44:20.909+0800] GC(573) Adaptive IHOP information (value update), threshold: 107537121B (94.26), internal target occupancy: 114085068B, occupancy: 114806616B, additional buffer size: 6291456B, predicted old gen allocation rate: 905481.92B/s, predicted marking phase length: 283.27ms, prediction active: true
[2024-10-12T10:44:21.064+0800] GC(575) Basic information (value update), threshold: 113836078B (84.81), target occupancy: 134217728B, current occupancy: 118767960B, recent allocation size: 6192B, recent allocation duration: 151.96ms, recent old gen allocation rate: 40747.57B/s, recent marking phase length: 253.59ms
[2024-10-12T10:44:21.064+0800] GC(575) Adaptive IHOP information (value update), threshold: 113836078B (99.78), internal target occupancy: 114085068B, occupancy: 118767960B, additional buffer size: 0B, predicted old gen allocation rate: 879000.74B/s, predicted marking phase length: 283.27ms, prediction active: true
[2024-10-12T10:44:21.127+0800] GC(576) Basic information (value update), threshold: 113838192B (84.82), target occupancy: 134217728B, current occupancy: 111320400B, recent allocation size: 20640B, recent allocation duration: 151.96ms, recent old gen allocation rate: 135825.24B/s, recent marking phase length: 213.49ms
[2024-10-12T10:44:21.127+0800] GC(576) Adaptive IHOP information (value update), threshold: 113838192B (99.78), internal target occupancy: 114085068B, occupancy: 111320400B, additional buffer size: 0B, predicted old gen allocation rate: 879000.74B/s, predicted marking phase length: 280.86ms, prediction active: true
[2024-10-12T10:44:21.758+0800] GC(582) Basic information (value update), threshold: 107553663B (80.13), target occupancy: 134217728B, current occupancy: 108271568B, recent allocation size: 6192B, recent allocation duration: 102.15ms, recent old gen allocation rate: 60616.68B/s, recent marking phase length: 213.49ms
[2024-10-12T10:44:21.758+0800] GC(582) Adaptive IHOP information (value update), threshold: 107553663B (94.27), internal target occupancy: 114085068B, occupancy: 108271568B, additional buffer size: 6291456B, predicted old gen allocation rate: 854336.15B/s, predicted marking phase length: 280.86ms, prediction active: true
[2024-10-12T10:44:21.862+0800] GC(583) Basic information (value update), threshold: 107560365B (80.14), target occupancy: 134217728B, current occupancy: 112465872B, recent allocation size: 6192B, recent allocation duration: 102.56ms, recent old gen allocation rate: 60371.53B/s, recent marking phase length: 213.49ms
[2024-10-12T10:44:21.862+0800] GC(583) Adaptive IHOP information (value update), threshold: 107560365B (94.28), internal target occupancy: 114085068B, occupancy: 112465872B, additional buffer size: 6291456B, predicted old gen allocation rate: 830475.02B/s, predicted marking phase length: 280.86ms, prediction active: true
[2024-10-12T10:44:21.965+0800] GC(584) Basic information (value update), threshold: 107566844B (80.14), target occupancy: 134217728B, current occupancy: 116660176B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60560.76B/s, recent marking phase length: 213.49ms
[2024-10-12T10:44:21.965+0800] GC(584) Adaptive IHOP information (value update), threshold: 107566844B (94.29), internal target occupancy: 114085068B, occupancy: 116660176B, additional buffer size: 6291456B, predicted old gen allocation rate: 807408.59B/s, predicted marking phase length: 280.86ms, prediction active: true
[2024-10-12T10:44:22.120+0800] GC(586) Basic information (value update), threshold: 113864826B (84.84), target occupancy: 134217728B, current occupancy: 120854480B, recent allocation size: 6192B, recent allocation duration: 151.96ms, recent old gen allocation rate: 40748.13B/s, recent marking phase length: 213.49ms
[2024-10-12T10:44:22.120+0800] GC(586) Adaptive IHOP information (value update), threshold: 113864826B (99.81), internal target occupancy: 114085068B, occupancy: 120854480B, additional buffer size: 0B, predicted old gen allocation rate: 784171.31B/s, predicted marking phase length: 280.86ms, prediction active: true
[2024-10-12T10:44:22.183+0800] GC(587) Basic information (value update), threshold: 113866646B (84.84), target occupancy: 134217728B, current occupancy: 111801408B, recent allocation size: 45408B, recent allocation duration: 151.96ms, recent old gen allocation rate: 298819.59B/s, recent marking phase length: 213.41ms
[2024-10-12T10:44:22.183+0800] GC(587) Adaptive IHOP information (value update), threshold: 113866646B (99.81), internal target occupancy: 114085068B, occupancy: 111801408B, additional buffer size: 0B, predicted old gen allocation rate: 784171.31B/s, predicted marking phase length: 278.54ms, prediction active: true
[2024-10-12T10:44:22.814+0800] GC(593) Basic information (value update), threshold: 107581192B (80.15), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60275.06B/s, recent marking phase length: 213.41ms
[2024-10-12T10:44:22.814+0800] GC(593) Adaptive IHOP information (value update), threshold: 107581192B (94.30), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 762622.90B/s, predicted marking phase length: 278.54ms, prediction active: true
[2024-10-12T10:44:22.917+0800] GC(594) Basic information (value update), threshold: 107586995B (80.16), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.22ms, recent old gen allocation rate: 60575.69B/s, recent marking phase length: 213.41ms
[2024-10-12T10:44:22.917+0800] GC(594) Adaptive IHOP information (value update), threshold: 107586995B (94.30), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 741790.37B/s, predicted marking phase length: 278.54ms, prediction active: true
[2024-10-12T10:44:23.021+0800] GC(595) Basic information (value update), threshold: 107592611B (80.16), target occupancy: 134217728B, current occupancy: 116892672B, recent allocation size: 6192B, recent allocation duration: 102.54ms, recent old gen allocation rate: 60385.49B/s, recent marking phase length: 213.41ms
[2024-10-12T10:44:23.021+0800] GC(595) Adaptive IHOP information (value update), threshold: 107592611B (94.31), internal target occupancy: 114085068B, occupancy: 116892672B, additional buffer size: 6291456B, predicted old gen allocation rate: 721624.68B/s, predicted marking phase length: 278.54ms, prediction active: true
[2024-10-12T10:44:23.175+0800] GC(597) Basic information (value update), threshold: 113889759B (84.85), target occupancy: 134217728B, current occupancy: 120854016B, recent allocation size: 6192B, recent allocation duration: 151.61ms, recent old gen allocation rate: 40840.47B/s, recent marking phase length: 213.41ms
[2024-10-12T10:44:23.175+0800] GC(597) Adaptive IHOP information (value update), threshold: 113889759B (99.83), internal target occupancy: 114085068B, occupancy: 120854016B, additional buffer size: 0B, predicted old gen allocation rate: 701190.15B/s, predicted marking phase length: 278.54ms, prediction active: true
[2024-10-12T10:44:23.239+0800] GC(598) Basic information (value update), threshold: 113891323B (84.86), target occupancy: 134217728B, current occupancy: 123423296B, recent allocation size: 2121920B, recent allocation duration: 151.61ms, recent old gen allocation rate: 13995511.22B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.239+0800] GC(598) Adaptive IHOP information (value update), threshold: 113891323B (99.83), internal target occupancy: 114085068B, occupancy: 123423296B, additional buffer size: 0B, predicted old gen allocation rate: 701190.15B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:23.573+0800] GC(602) Basic information (value update), threshold: 107605853B (80.17), target occupancy: 134217728B, current occupancy: 83521408B, recent allocation size: 0B, recent allocation duration: 396.51ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.573+0800] GC(602) Adaptive IHOP information (value update), threshold: 107605853B (94.32), internal target occupancy: 114085068B, occupancy: 83521408B, additional buffer size: 6291456B, predicted old gen allocation rate: 679528.24B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:23.677+0800] GC(603) Basic information (value update), threshold: 107610588B (80.18), target occupancy: 134217728B, current occupancy: 87018880B, recent allocation size: 8256B, recent allocation duration: 102.60ms, recent old gen allocation rate: 80467.18B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.677+0800] GC(603) Adaptive IHOP information (value update), threshold: 107610588B (94.32), internal target occupancy: 114085068B, occupancy: 87018880B, additional buffer size: 6291456B, predicted old gen allocation rate: 662390.95B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:23.780+0800] GC(604) Basic information (value update), threshold: 107615439B (80.18), target occupancy: 134217728B, current occupancy: 90745216B, recent allocation size: 6192B, recent allocation duration: 102.15ms, recent old gen allocation rate: 60614.58B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.780+0800] GC(604) Adaptive IHOP information (value update), threshold: 107615439B (94.33), internal target occupancy: 114085068B, occupancy: 90745216B, additional buffer size: 6291456B, predicted old gen allocation rate: 644834.13B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:23.884+0800] GC(605) Basic information (value update), threshold: 106847486B (79.61), target occupancy: 134217728B, current occupancy: 96803712B, recent allocation size: 2101280B, recent allocation duration: 103.00ms, recent old gen allocation rate: 20400280.95B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.884+0800] GC(605) Adaptive IHOP information (value update), threshold: 106847486B (93.66), internal target occupancy: 114085068B, occupancy: 96803712B, additional buffer size: 6291456B, predicted old gen allocation rate: 3424159.13B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:23.987+0800] GC(606) Basic information (value update), threshold: 106877895B (79.63), target occupancy: 134217728B, current occupancy: 100532096B, recent allocation size: 4128B, recent allocation duration: 102.07ms, recent old gen allocation rate: 40441.05B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:23.987+0800] GC(606) Adaptive IHOP information (value update), threshold: 106877895B (93.68), internal target occupancy: 114085068B, occupancy: 100532096B, additional buffer size: 6291456B, predicted old gen allocation rate: 3314105.64B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:24.142+0800] GC(608) Basic information (value update), threshold: 113198838B (84.34), target occupancy: 134217728B, current occupancy: 102628736B, recent allocation size: 4128B, recent allocation duration: 151.80ms, recent old gen allocation rate: 27194.13B/s, recent marking phase length: 213.55ms
[2024-10-12T10:44:24.142+0800] GC(608) Adaptive IHOP information (value update), threshold: 113198838B (99.22), internal target occupancy: 114085068B, occupancy: 102628736B, additional buffer size: 0B, predicted old gen allocation rate: 3207386.88B/s, predicted marking phase length: 276.31ms, prediction active: true
[2024-10-12T10:44:24.246+0800] GC(609) Basic information (value update), threshold: 113199640B (84.34), target occupancy: 134217728B, current occupancy: 100473248B, recent allocation size: 66048B, recent allocation duration: 151.80ms, recent old gen allocation rate: 435106.04B/s, recent marking phase length: 253.94ms
[2024-10-12T10:44:24.246+0800] GC(609) Adaptive IHOP information (value update), threshold: 113199640B (99.22), internal target occupancy: 114085068B, occupancy: 100473248B, additional buffer size: 0B, predicted old gen allocation rate: 3207386.88B/s, predicted marking phase length: 276.06ms, prediction active: true
[2024-10-12T10:44:24.770+0800] GC(614) Basic information (value update), threshold: 106936437B (79.67), target occupancy: 134217728B, current occupancy: 104136872B, recent allocation size: 4128B, recent allocation duration: 102.34ms, recent old gen allocation rate: 40335.64B/s, recent marking phase length: 253.94ms
[2024-10-12T10:44:24.770+0800] GC(614) Adaptive IHOP information (value update), threshold: 106936437B (93.73), internal target occupancy: 114085068B, occupancy: 104136872B, additional buffer size: 6291456B, predicted old gen allocation rate: 3105043.62B/s, predicted marking phase length: 276.06ms, prediction active: true
[2024-10-12T10:44:24.873+0800] GC(615) Basic information (value update), threshold: 106963688B (79.69), target occupancy: 134217728B, current occupancy: 108098216B, recent allocation size: 4128B, recent allocation duration: 102.14ms, recent old gen allocation rate: 40413.42B/s, recent marking phase length: 253.94ms
[2024-10-12T10:44:24.874+0800] GC(615) Adaptive IHOP information (value update), threshold: 106963688B (93.76), internal target occupancy: 114085068B, occupancy: 108098216B, additional buffer size: 6291456B, predicted old gen allocation rate: 3006328.87B/s, predicted marking phase length: 276.06ms, prediction active: true
[2024-10-12T10:44:24.977+0800] GC(616) Basic information (value update), threshold: 106989979B (79.71), target occupancy: 134217728B, current occupancy: 112292520B, recent allocation size: 4128B, recent allocation duration: 102.65ms, recent old gen allocation rate: 40213.06B/s, recent marking phase length: 253.94ms
[2024-10-12T10:44:24.977+0800] GC(616) Adaptive IHOP information (value update), threshold: 106989979B (93.78), internal target occupancy: 114085068B, occupancy: 112292520B, additional buffer size: 6291456B, predicted old gen allocation rate: 2911092.36B/s, predicted marking phase length: 276.06ms, prediction active: true
[2024-10-12T10:44:25.132+0800] GC(618) Basic information (value update), threshold: 113306960B (84.42), target occupancy: 134217728B, current occupancy: 116719784B, recent allocation size: 4128B, recent allocation duration: 151.40ms, recent old gen allocation rate: 27265.62B/s, recent marking phase length: 253.94ms
[2024-10-12T10:44:25.132+0800] GC(618) Adaptive IHOP information (value update), threshold: 113306960B (99.32), internal target occupancy: 114085068B, occupancy: 116719784B, additional buffer size: 0B, predicted old gen allocation rate: 2818632.81B/s, predicted marking phase length: 276.06ms, prediction active: true
[2024-10-12T10:44:25.195+0800] GC(619) Basic information (value update), threshold: 113313080B (84.42), target occupancy: 134217728B, current occupancy: 109022560B, recent allocation size: 22704B, recent allocation duration: 151.40ms, recent old gen allocation rate: 149960.89B/s, recent marking phase length: 212.94ms
[2024-10-12T10:44:25.195+0800] GC(619) Adaptive IHOP information (value update), threshold: 113313080B (99.32), internal target occupancy: 114085068B, occupancy: 109022560B, additional buffer size: 0B, predicted old gen allocation rate: 2818632.81B/s, predicted marking phase length: 273.89ms, prediction active: true
[2024-10-12T10:44:25.823+0800] GC(625) Basic information (value update), threshold: 107045895B (79.76), target occupancy: 134217728B, current occupancy: 107106800B, recent allocation size: 4128B, recent allocation duration: 102.07ms, recent old gen allocation rate: 40442.54B/s, recent marking phase length: 212.94ms
[2024-10-12T10:44:25.823+0800] GC(625) Adaptive IHOP information (value update), threshold: 107045895B (93.83), internal target occupancy: 114085068B, occupancy: 107106800B, additional buffer size: 6291456B, predicted old gen allocation rate: 2730016.86B/s, predicted marking phase length: 273.89ms, prediction active: true
[2024-10-12T10:44:25.927+0800] GC(626) Basic information (value update), threshold: 107069318B (79.77), target occupancy: 134217728B, current occupancy: 110370800B, recent allocation size: 4128B, recent allocation duration: 102.47ms, recent old gen allocation rate: 40284.21B/s, recent marking phase length: 212.94ms
[2024-10-12T10:44:25.927+0800] GC(626) Adaptive IHOP information (value update), threshold: 107069318B (93.85), internal target occupancy: 114085068B, occupancy: 110370800B, additional buffer size: 6291456B, predicted old gen allocation rate: 2644497.69B/s, predicted marking phase length: 273.89ms, prediction active: true
[2024-10-12T10:44:26.030+0800] GC(627) Basic information (value update), threshold: 107091670B (79.79), target occupancy: 134217728B, current occupancy: 114800624B, recent allocation size: 6192B, recent allocation duration: 102.08ms, recent old gen allocation rate: 60659.54B/s, recent marking phase length: 212.94ms
[2024-10-12T10:44:26.030+0800] GC(627) Adaptive IHOP information (value update), threshold: 107091670B (93.87), internal target occupancy: 114085068B, occupancy: 114800624B, additional buffer size: 6291456B, predicted old gen allocation rate: 2562885.76B/s, predicted marking phase length: 273.89ms, prediction active: true
[2024-10-12T10:44:26.185+0800] GC(629) Basic information (value update), threshold: 113404950B (84.49), target occupancy: 134217728B, current occupancy: 116427248B, recent allocation size: 2103344B, recent allocation duration: 152.09ms, recent old gen allocation rate: 13829654.00B/s, recent marking phase length: 212.94ms
[2024-10-12T10:44:26.185+0800] GC(629) Adaptive IHOP information (value update), threshold: 113404950B (99.40), internal target occupancy: 114085068B, occupancy: 116427248B, additional buffer size: 0B, predicted old gen allocation rate: 2483203.02B/s, predicted marking phase length: 273.89ms, prediction active: true
[2024-10-12T10:44:26.289+0800] GC(630) Basic information (value update), threshold: 113405307B (84.49), target occupancy: 134217728B, current occupancy: 109671424B, recent allocation size: 24768B, recent allocation duration: 152.09ms, recent old gen allocation rate: 162851.57B/s, recent marking phase length: 254.26ms
[2024-10-12T10:44:26.289+0800] GC(630) Adaptive IHOP information (value update), threshold: 113405307B (99.40), internal target occupancy: 114085068B, occupancy: 109671424B, additional buffer size: 0B, predicted old gen allocation rate: 2483203.02B/s, predicted marking phase length: 273.74ms, prediction active: true
