[2024-10-12T10:37:12.887+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:37:13.080+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 192.93ms, recent old gen allocation rate: 10870017.12B/s, recent marking phase length: 0.00ms
[2024-10-12T10:38:02.690+0800] GC(552) Basic information (value update), threshold: 107125980B (79.82), target occupancy: 134217728B, current occupancy: 90279216B, recent allocation size: 6192B, recent allocation duration: 163.85ms, recent old gen allocation rate: 37791.72B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:02.691+0800] GC(552) Adaptive IHOP information (value update), threshold: 107125980B (93.90), internal target occupancy: 114085068B, occupancy: 90279216B, additional buffer size: 6291456B, predicted old gen allocation rate: 2684360.68B/s, predicted marking phase length: 248.71ms, prediction active: true
[2024-10-12T10:38:02.794+0800] GC(553) Basic information (value update), threshold: 107146798B (79.83), target occupancy: 134217728B, current occupancy: 93774640B, recent allocation size: 4128B, recent allocation duration: 102.24ms, recent old gen allocation rate: 40375.43B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:02.794+0800] GC(553) Adaptive IHOP information (value update), threshold: 107146798B (93.92), internal target occupancy: 114085068B, occupancy: 93774640B, additional buffer size: 6291456B, predicted old gen allocation rate: 2600655.11B/s, predicted marking phase length: 248.71ms, prediction active: true
[2024-10-12T10:38:02.897+0800] GC(554) Basic information (value update), threshold: 107167121B (79.85), target occupancy: 134217728B, current occupancy: 97502512B, recent allocation size: 2064B, recent allocation duration: 102.53ms, recent old gen allocation rate: 20131.37B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:02.897+0800] GC(554) Adaptive IHOP information (value update), threshold: 107167121B (93.94), internal target occupancy: 114085068B, occupancy: 97502512B, additional buffer size: 6291456B, predicted old gen allocation rate: 2518946.08B/s, predicted marking phase length: 248.71ms, prediction active: true
[2024-10-12T10:38:03.001+0800] GC(555) Basic information (value update), threshold: 107186279B (79.86), target occupancy: 134217728B, current occupancy: 101696816B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60564.66B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:03.001+0800] GC(555) Adaptive IHOP information (value update), threshold: 107186279B (93.95), internal target occupancy: 114085068B, occupancy: 101696816B, additional buffer size: 6291456B, predicted old gen allocation rate: 2441915.94B/s, predicted marking phase length: 248.71ms, prediction active: true
[2024-10-12T10:38:03.156+0800] GC(557) Basic information (value update), threshold: 113496612B (84.56), target occupancy: 134217728B, current occupancy: 104259944B, recent allocation size: 2101280B, recent allocation duration: 152.39ms, recent old gen allocation rate: 13788546.09B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:03.156+0800] GC(557) Adaptive IHOP information (value update), threshold: 113496612B (99.48), internal target occupancy: 114085068B, occupancy: 104259944B, additional buffer size: 0B, predicted old gen allocation rate: 2366014.22B/s, predicted marking phase length: 248.71ms, prediction active: true
[2024-10-12T10:38:03.259+0800] GC(558) Basic information (value update), threshold: 113493787B (84.56), target occupancy: 134217728B, current occupancy: 100758608B, recent allocation size: 8256B, recent allocation duration: 152.39ms, recent old gen allocation rate: 54175.66B/s, recent marking phase length: 254.42ms
[2024-10-12T10:38:03.259+0800] GC(558) Adaptive IHOP information (value update), threshold: 113493787B (99.48), internal target occupancy: 114085068B, occupancy: 100758608B, additional buffer size: 0B, predicted old gen allocation rate: 2366014.22B/s, predicted marking phase length: 249.91ms, prediction active: true
[2024-10-12T10:38:03.466+0800] GC(560) Basic information (value update), threshold: 107220262B (79.89), target occupancy: 134217728B, current occupancy: 105644144B, recent allocation size: 6192B, recent allocation duration: 102.19ms, recent old gen allocation rate: 60591.79B/s, recent marking phase length: 254.42ms
[2024-10-12T10:38:03.466+0800] GC(560) Adaptive IHOP information (value update), threshold: 107220262B (93.98), internal target occupancy: 114085068B, occupancy: 105644144B, additional buffer size: 6291456B, predicted old gen allocation rate: 2294264.92B/s, predicted marking phase length: 249.91ms, prediction active: true
[2024-10-12T10:38:03.570+0800] GC(561) Basic information (value update), threshold: 107237812B (79.90), target occupancy: 134217728B, current occupancy: 109372528B, recent allocation size: 4128B, recent allocation duration: 102.49ms, recent old gen allocation rate: 40275.95B/s, recent marking phase length: 254.42ms
[2024-10-12T10:38:03.570+0800] GC(561) Adaptive IHOP information (value update), threshold: 107237812B (94.00), internal target occupancy: 114085068B, occupancy: 109372528B, additional buffer size: 6291456B, predicted old gen allocation rate: 2224039.26B/s, predicted marking phase length: 249.91ms, prediction active: true
[2024-10-12T10:38:03.673+0800] GC(562) Basic information (value update), threshold: 107254527B (79.91), target occupancy: 134217728B, current occupancy: 113566832B, recent allocation size: 6192B, recent allocation duration: 102.14ms, recent old gen allocation rate: 60625.56B/s, recent marking phase length: 254.42ms
[2024-10-12T10:38:03.673+0800] GC(562) Adaptive IHOP information (value update), threshold: 107254527B (94.01), internal target occupancy: 114085068B, occupancy: 113566832B, additional buffer size: 6291456B, predicted old gen allocation rate: 2157153.56B/s, predicted marking phase length: 249.91ms, prediction active: true
[2024-10-12T10:38:03.844+0800] GC(564) Basic information (value update), threshold: 113562537B (84.61), target occupancy: 134217728B, current occupancy: 115896928B, recent allocation size: 4128B, recent allocation duration: 164.07ms, recent old gen allocation rate: 25160.40B/s, recent marking phase length: 254.42ms
[2024-10-12T10:38:03.844+0800] GC(564) Adaptive IHOP information (value update), threshold: 113562537B (99.54), internal target occupancy: 114085068B, occupancy: 115896928B, additional buffer size: 0B, predicted old gen allocation rate: 2090909.83B/s, predicted marking phase length: 249.91ms, prediction active: true
[2024-10-12T10:38:03.910+0800] GC(565) Basic information (value update), threshold: 113563686B (84.61), target occupancy: 134217728B, current occupancy: 107967400B, recent allocation size: 14448B, recent allocation duration: 164.07ms, recent old gen allocation rate: 88061.39B/s, recent marking phase length: 225.75ms
[2024-10-12T10:38:03.910+0800] GC(565) Adaptive IHOP information (value update), threshold: 113563686B (99.54), internal target occupancy: 114085068B, occupancy: 107967400B, additional buffer size: 0B, predicted old gen allocation rate: 2090909.83B/s, predicted marking phase length: 249.36ms, prediction active: true
[2024-10-12T10:38:04.232+0800] GC(568) Basic information (value update), threshold: 107287776B (79.94), target occupancy: 134217728B, current occupancy: 111669712B, recent allocation size: 6192B, recent allocation duration: 102.02ms, recent old gen allocation rate: 60693.74B/s, recent marking phase length: 225.75ms
[2024-10-12T10:38:04.232+0800] GC(568) Adaptive IHOP information (value update), threshold: 107287776B (94.04), internal target occupancy: 114085068B, occupancy: 111669712B, additional buffer size: 6291456B, predicted old gen allocation rate: 2028566.41B/s, predicted marking phase length: 249.36ms, prediction active: true
[2024-10-12T10:38:04.336+0800] GC(569) Basic information (value update), threshold: 107303033B (79.95), target occupancy: 134217728B, current occupancy: 114697168B, recent allocation size: 4128B, recent allocation duration: 102.67ms, recent old gen allocation rate: 40205.94B/s, recent marking phase length: 225.75ms
[2024-10-12T10:38:04.336+0800] GC(569) Adaptive IHOP information (value update), threshold: 107303033B (94.06), internal target occupancy: 114085068B, occupancy: 114697168B, additional buffer size: 6291456B, predicted old gen allocation rate: 1967378.68B/s, predicted marking phase length: 249.36ms, prediction active: true
[2024-10-12T10:38:04.492+0800] GC(571) Basic information (value update), threshold: 113609221B (84.65), target occupancy: 134217728B, current occupancy: 117026536B, recent allocation size: 6192B, recent allocation duration: 150.81ms, recent old gen allocation rate: 41058.25B/s, recent marking phase length: 225.75ms
[2024-10-12T10:38:04.492+0800] GC(571) Adaptive IHOP information (value update), threshold: 113609221B (99.58), internal target occupancy: 114085068B, occupancy: 117026536B, additional buffer size: 0B, predicted old gen allocation rate: 1908299.27B/s, predicted marking phase length: 249.36ms, prediction active: true
[2024-10-12T10:38:04.598+0800] GC(572) Basic information (value update), threshold: 113607210B (84.64), target occupancy: 134217728B, current occupancy: 119566184B, recent allocation size: 4219072B, recent allocation duration: 150.81ms, recent old gen allocation rate: 27976051.74B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:04.598+0800] GC(572) Adaptive IHOP information (value update), threshold: 113607210B (99.58), internal target occupancy: 114085068B, occupancy: 119566184B, additional buffer size: 0B, predicted old gen allocation rate: 1908299.27B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:04.771+0800] GC(575) Basic information (value update), threshold: 106962776B (79.69), target occupancy: 134217728B, current occupancy: 129434328B, recent allocation size: 4194304B, recent allocation duration: 278.69ms, recent old gen allocation rate: 15049991.99B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:04.771+0800] GC(575) Adaptive IHOP information (value update), threshold: 106962776B (93.76), internal target occupancy: 114085068B, occupancy: 129434328B, additional buffer size: 6291456B, predicted old gen allocation rate: 3317896.28B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.024+0800] GC(578) Basic information (value update), threshold: 106990190B (79.71), target occupancy: 134217728B, current occupancy: 84453368B, recent allocation size: 0B, recent allocation duration: 530.91ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.024+0800] GC(578) Adaptive IHOP information (value update), threshold: 106990190B (93.78), internal target occupancy: 114085068B, occupancy: 84453368B, additional buffer size: 6291456B, predicted old gen allocation rate: 3208421.78B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.128+0800] GC(579) Basic information (value update), threshold: 107015957B (79.73), target occupancy: 134217728B, current occupancy: 88648184B, recent allocation size: 6192B, recent allocation duration: 102.12ms, recent old gen allocation rate: 60632.22B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.128+0800] GC(579) Adaptive IHOP information (value update), threshold: 107015957B (93.80), internal target occupancy: 114085068B, occupancy: 88648184B, additional buffer size: 6291456B, predicted old gen allocation rate: 3105522.11B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.231+0800] GC(580) Basic information (value update), threshold: 107040805B (79.75), target occupancy: 134217728B, current occupancy: 92376056B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60434.67B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.231+0800] GC(580) Adaptive IHOP information (value update), threshold: 107040805B (93.83), internal target occupancy: 114085068B, occupancy: 92376056B, additional buffer size: 6291456B, predicted old gen allocation rate: 3006291.53B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.335+0800] GC(581) Basic information (value update), threshold: 107064766B (79.77), target occupancy: 134217728B, current occupancy: 95871480B, recent allocation size: 6192B, recent allocation duration: 102.15ms, recent old gen allocation rate: 60619.13B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.335+0800] GC(581) Adaptive IHOP information (value update), threshold: 107064766B (93.85), internal target occupancy: 114085068B, occupancy: 95871480B, additional buffer size: 6291456B, predicted old gen allocation rate: 2910607.31B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.378+0800] GC(582) Basic information (value update), threshold: 107086878B (79.79), target occupancy: 134217728B, current occupancy: 97741880B, recent allocation size: 6192B, recent allocation duration: 41.26ms, recent old gen allocation rate: 150076.22B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.378+0800] GC(582) Adaptive IHOP information (value update), threshold: 107086878B (93.87), internal target occupancy: 114085068B, occupancy: 97741880B, additional buffer size: 6291456B, predicted old gen allocation rate: 2822301.80B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.555+0800] GC(584) Basic information (value update), threshold: 113401076B (84.49), target occupancy: 134217728B, current occupancy: 102395896B, recent allocation size: 2101280B, recent allocation duration: 173.72ms, recent old gen allocation rate: 12095698.45B/s, recent marking phase length: 253.41ms
[2024-10-12T10:38:05.555+0800] GC(584) Adaptive IHOP information (value update), threshold: 113401076B (99.40), internal target occupancy: 114085068B, occupancy: 102395896B, additional buffer size: 0B, predicted old gen allocation rate: 2731482.27B/s, predicted marking phase length: 250.41ms, prediction active: true
[2024-10-12T10:38:05.660+0800] GC(585) Basic information (value update), threshold: 113394103B (84.49), target occupancy: 134217728B, current occupancy: 101453944B, recent allocation size: 14448B, recent allocation duration: 173.72ms, recent old gen allocation rate: 83167.71B/s, recent marking phase length: 276.38ms
[2024-10-12T10:38:05.660+0800] GC(585) Adaptive IHOP information (value update), threshold: 113394103B (99.39), internal target occupancy: 114085068B, occupancy: 101453944B, additional buffer size: 0B, predicted old gen allocation rate: 2731482.27B/s, predicted marking phase length: 252.96ms, prediction active: true
[2024-10-12T10:38:05.867+0800] GC(587) Basic information (value update), threshold: 107124394B (79.81), target occupancy: 134217728B, current occupancy: 104242816B, recent allocation size: 6192B, recent allocation duration: 102.52ms, recent old gen allocation rate: 60399.25B/s, recent marking phase length: 276.38ms
[2024-10-12T10:38:05.867+0800] GC(587) Adaptive IHOP information (value update), threshold: 107124394B (93.90), internal target occupancy: 114085068B, occupancy: 104242816B, additional buffer size: 6291456B, predicted old gen allocation rate: 2645514.58B/s, predicted marking phase length: 252.96ms, prediction active: true
[2024-10-12T10:38:05.971+0800] GC(588) Basic information (value update), threshold: 107145598B (79.83), target occupancy: 134217728B, current occupancy: 107271808B, recent allocation size: 4128B, recent allocation duration: 102.21ms, recent old gen allocation rate: 40386.01B/s, recent marking phase length: 276.38ms
[2024-10-12T10:38:05.971+0800] GC(588) Adaptive IHOP information (value update), threshold: 107145598B (93.92), internal target occupancy: 114085068B, occupancy: 107271808B, additional buffer size: 6291456B, predicted old gen allocation rate: 2561690.58B/s, predicted marking phase length: 252.96ms, prediction active: true
[2024-10-12T10:38:06.075+0800] GC(589) Basic information (value update), threshold: 107165828B (79.84), target occupancy: 134217728B, current occupancy: 110767232B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60411.37B/s, recent marking phase length: 276.38ms
[2024-10-12T10:38:06.075+0800] GC(589) Adaptive IHOP information (value update), threshold: 107165828B (93.94), internal target occupancy: 114085068B, occupancy: 110767232B, additional buffer size: 6291456B, predicted old gen allocation rate: 2481719.66B/s, predicted marking phase length: 252.96ms, prediction active: true
[2024-10-12T10:38:06.229+0800] GC(591) Basic information (value update), threshold: 113477025B (84.55), target occupancy: 134217728B, current occupancy: 114495616B, recent allocation size: 6192B, recent allocation duration: 151.47ms, recent old gen allocation rate: 40879.16B/s, recent marking phase length: 276.38ms
[2024-10-12T10:38:06.229+0800] GC(591) Adaptive IHOP information (value update), threshold: 113477025B (99.47), internal target occupancy: 114085068B, occupancy: 114495616B, additional buffer size: 0B, predicted old gen allocation rate: 2403680.40B/s, predicted marking phase length: 252.96ms, prediction active: true
[2024-10-12T10:38:06.291+0800] GC(592) Basic information (value update), threshold: 113480201B (84.55), target occupancy: 134217728B, current occupancy: 112168488B, recent allocation size: 6192B, recent allocation duration: 151.47ms, recent old gen allocation rate: 40879.16B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:06.291+0800] GC(592) Adaptive IHOP information (value update), threshold: 113480201B (99.47), internal target occupancy: 114085068B, occupancy: 112168488B, additional buffer size: 0B, predicted old gen allocation rate: 2403680.40B/s, predicted marking phase length: 251.64ms, prediction active: true
[2024-10-12T10:38:06.503+0800] GC(596) Basic information (value update), threshold: 107207397B (79.88), target occupancy: 134217728B, current occupancy: 118451320B, recent allocation size: 4128B, recent allocation duration: 61.58ms, recent old gen allocation rate: 67038.55B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:06.503+0800] GC(596) Adaptive IHOP information (value update), threshold: 107207397B (93.97), internal target occupancy: 114085068B, occupancy: 118451320B, additional buffer size: 6291456B, predicted old gen allocation rate: 2329556.89B/s, predicted marking phase length: 251.64ms, prediction active: true
[2024-10-12T10:38:06.657+0800] GC(598) Basic information (value update), threshold: 113517307B (84.58), target occupancy: 134217728B, current occupancy: 116113720B, recent allocation size: 4128B, recent allocation duration: 151.77ms, recent old gen allocation rate: 27199.87B/s, recent marking phase length: 212.96ms
[2024-10-12T10:38:06.658+0800] GC(598) Adaptive IHOP information (value update), threshold: 113517307B (99.50), internal target occupancy: 114085068B, occupancy: 116113720B, additional buffer size: 0B, predicted old gen allocation rate: 2256221.84B/s, predicted marking phase length: 251.64ms, prediction active: true
[2024-10-12T10:38:06.720+0800] GC(599) Basic information (value update), threshold: 113520142B (84.58), target occupancy: 134217728B, current occupancy: 107494152B, recent allocation size: 6192B, recent allocation duration: 151.77ms, recent old gen allocation rate: 40799.80B/s, recent marking phase length: 213.35ms
[2024-10-12T10:38:06.720+0800] GC(599) Adaptive IHOP information (value update), threshold: 113520142B (99.50), internal target occupancy: 114085068B, occupancy: 107494152B, additional buffer size: 0B, predicted old gen allocation rate: 2256221.84B/s, predicted marking phase length: 250.39ms, prediction active: true
[2024-10-12T10:38:06.928+0800] GC(601) Basic information (value update), threshold: 107246029B (79.90), target occupancy: 134217728B, current occupancy: 111194632B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60499.54B/s, recent marking phase length: 213.35ms
[2024-10-12T10:38:06.928+0800] GC(601) Adaptive IHOP information (value update), threshold: 107246029B (94.01), internal target occupancy: 114085068B, occupancy: 111194632B, additional buffer size: 6291456B, predicted old gen allocation rate: 2186956.20B/s, predicted marking phase length: 250.39ms, prediction active: true
[2024-10-12T10:38:07.032+0800] GC(602) Basic information (value update), threshold: 107263000B (79.92), target occupancy: 134217728B, current occupancy: 115388936B, recent allocation size: 4128B, recent allocation duration: 102.41ms, recent old gen allocation rate: 40309.28B/s, recent marking phase length: 213.35ms
[2024-10-12T10:38:07.032+0800] GC(602) Adaptive IHOP information (value update), threshold: 107263000B (94.02), internal target occupancy: 114085068B, occupancy: 115388936B, additional buffer size: 6291456B, predicted old gen allocation rate: 2119176.59B/s, predicted marking phase length: 250.39ms, prediction active: true
[2024-10-12T10:38:07.186+0800] GC(604) Basic information (value update), threshold: 113570831B (84.62), target occupancy: 134217728B, current occupancy: 119350280B, recent allocation size: 6192B, recent allocation duration: 151.09ms, recent old gen allocation rate: 40980.87B/s, recent marking phase length: 213.35ms
[2024-10-12T10:38:07.186+0800] GC(604) Adaptive IHOP information (value update), threshold: 113570831B (99.55), internal target occupancy: 114085068B, occupancy: 119350280B, additional buffer size: 0B, predicted old gen allocation rate: 2053779.37B/s, predicted marking phase length: 250.39ms, prediction active: true
[2024-10-12T10:38:07.249+0800] GC(605) Basic information (value update), threshold: 113573382B (84.62), target occupancy: 134217728B, current occupancy: 120753744B, recent allocation size: 2136368B, recent allocation duration: 151.09ms, recent old gen allocation rate: 14139247.48B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.249+0800] GC(605) Adaptive IHOP information (value update), threshold: 113573382B (99.55), internal target occupancy: 114085068B, occupancy: 120753744B, additional buffer size: 0B, predicted old gen allocation rate: 2053779.37B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:07.397+0800] GC(608) Basic information (value update), threshold: 106770409B (79.55), target occupancy: 134217728B, current occupancy: 128061256B, recent allocation size: 4194304B, recent allocation duration: 209.94ms, recent old gen allocation rate: 19979057.71B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.397+0800] GC(608) Adaptive IHOP information (value update), threshold: 106770409B (93.59), internal target occupancy: 114085068B, occupancy: 128061256B, additional buffer size: 6291456B, predicted old gen allocation rate: 4106875.52B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:07.647+0800] GC(611) Basic information (value update), threshold: 106804436B (79.58), target occupancy: 134217728B, current occupancy: 84686680B, recent allocation size: 0B, recent allocation duration: 459.36ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.647+0800] GC(611) Adaptive IHOP information (value update), threshold: 106804436B (93.62), internal target occupancy: 114085068B, occupancy: 84686680B, additional buffer size: 6291456B, predicted old gen allocation rate: 3970302.04B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:07.752+0800] GC(612) Basic information (value update), threshold: 106396744B (79.27), target occupancy: 134217728B, current occupancy: 90978136B, recent allocation size: 2103344B, recent allocation duration: 103.25ms, recent old gen allocation rate: 20371428.27B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.752+0800] GC(612) Adaptive IHOP information (value update), threshold: 106396744B (93.26), internal target occupancy: 114085068B, occupancy: 90978136B, additional buffer size: 6291456B, predicted old gen allocation rate: 5606669.56B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:07.855+0800] GC(613) Basic information (value update), threshold: 106443594B (79.31), target occupancy: 134217728B, current occupancy: 94939480B, recent allocation size: 6192B, recent allocation duration: 102.30ms, recent old gen allocation rate: 60525.23B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.855+0800] GC(613) Adaptive IHOP information (value update), threshold: 106443594B (93.30), internal target occupancy: 114085068B, occupancy: 94939480B, additional buffer size: 6291456B, predicted old gen allocation rate: 5418626.69B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:07.959+0800] GC(614) Basic information (value update), threshold: 106488738B (79.34), target occupancy: 134217728B, current occupancy: 98900824B, recent allocation size: 6192B, recent allocation duration: 102.59ms, recent old gen allocation rate: 60354.82B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:07.959+0800] GC(614) Adaptive IHOP information (value update), threshold: 106488738B (93.34), internal target occupancy: 114085068B, occupancy: 98900824B, additional buffer size: 6291456B, predicted old gen allocation rate: 5237430.40B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:08.114+0800] GC(616) Basic information (value update), threshold: 112823895B (84.06), target occupancy: 134217728B, current occupancy: 100765016B, recent allocation size: 6192B, recent allocation duration: 151.45ms, recent old gen allocation rate: 40885.26B/s, recent marking phase length: 212.65ms
[2024-10-12T10:38:08.114+0800] GC(616) Adaptive IHOP information (value update), threshold: 112823895B (98.89), internal target occupancy: 114085068B, occupancy: 100765016B, additional buffer size: 0B, predicted old gen allocation rate: 5062026.35B/s, predicted marking phase length: 249.14ms, prediction active: true
[2024-10-12T10:38:08.218+0800] GC(617) Basic information (value update), threshold: 112818664B (84.06), target occupancy: 134217728B, current occupancy: 96101136B, recent allocation size: 6192B, recent allocation duration: 151.45ms, recent old gen allocation rate: 40885.26B/s, recent marking phase length: 253.94ms
[2024-10-12T10:38:08.218+0800] GC(617) Adaptive IHOP information (value update), threshold: 112818664B (98.89), internal target occupancy: 114085068B, occupancy: 96101136B, additional buffer size: 0B, predicted old gen allocation rate: 5062026.35B/s, predicted marking phase length: 250.18ms, prediction active: true
[2024-10-12T10:38:08.426+0800] GC(619) Basic information (value update), threshold: 106569290B (79.40), target occupancy: 134217728B, current occupancy: 104023800B, recent allocation size: 6192B, recent allocation duration: 102.60ms, recent old gen allocation rate: 60348.74B/s, recent marking phase length: 253.94ms
[2024-10-12T10:38:08.426+0800] GC(619) Adaptive IHOP information (value update), threshold: 106569290B (93.41), internal target occupancy: 114085068B, occupancy: 104023800B, additional buffer size: 6291456B, predicted old gen allocation rate: 4893819.22B/s, predicted marking phase length: 250.18ms, prediction active: true
[2024-10-12T10:38:08.530+0800] GC(620) Basic information (value update), threshold: 106610052B (79.43), target occupancy: 134217728B, current occupancy: 107752184B, recent allocation size: 4128B, recent allocation duration: 102.40ms, recent old gen allocation rate: 40310.63B/s, recent marking phase length: 253.94ms
[2024-10-12T10:38:08.530+0800] GC(620) Adaptive IHOP information (value update), threshold: 106610052B (93.45), internal target occupancy: 114085068B, occupancy: 107752184B, additional buffer size: 6291456B, predicted old gen allocation rate: 4730886.38B/s, predicted marking phase length: 250.18ms, prediction active: true
[2024-10-12T10:38:08.685+0800] GC(622) Basic information (value update), threshold: 112940784B (84.15), target occupancy: 134217728B, current occupancy: 111713528B, recent allocation size: 6192B, recent allocation duration: 151.81ms, recent old gen allocation rate: 40787.48B/s, recent marking phase length: 253.94ms
[2024-10-12T10:38:08.685+0800] GC(622) Adaptive IHOP information (value update), threshold: 112940784B (99.00), internal target occupancy: 114085068B, occupancy: 111713528B, additional buffer size: 0B, predicted old gen allocation rate: 4573892.14B/s, predicted marking phase length: 250.18ms, prediction active: true
[2024-10-12T10:38:08.748+0800] GC(623) Basic information (value update), threshold: 112946342B (84.15), target occupancy: 134217728B, current occupancy: 104707800B, recent allocation size: 26832B, recent allocation duration: 151.81ms, recent old gen allocation rate: 176745.76B/s, recent marking phase length: 213.42ms
[2024-10-12T10:38:08.748+0800] GC(623) Adaptive IHOP information (value update), threshold: 112946342B (99.00), internal target occupancy: 114085068B, occupancy: 104707800B, additional buffer size: 0B, predicted old gen allocation rate: 4573892.14B/s, predicted marking phase length: 248.96ms, prediction active: true
[2024-10-12T10:38:09.164+0800] GC(627) Basic information (value update), threshold: 106692559B (79.49), target occupancy: 134217728B, current occupancy: 111185152B, recent allocation size: 4128B, recent allocation duration: 102.31ms, recent old gen allocation rate: 40349.75B/s, recent marking phase length: 213.42ms
[2024-10-12T10:38:09.164+0800] GC(627) Adaptive IHOP information (value update), threshold: 106692559B (93.52), internal target occupancy: 114085068B, occupancy: 111185152B, additional buffer size: 6291456B, predicted old gen allocation rate: 4422574.56B/s, predicted marking phase length: 248.96ms, prediction active: true
[2024-10-12T10:38:09.319+0800] GC(629) Basic information (value update), threshold: 113020318B (84.21), target occupancy: 134217728B, current occupancy: 114447104B, recent allocation size: 6192B, recent allocation duration: 151.91ms, recent old gen allocation rate: 40761.06B/s, recent marking phase length: 213.42ms
[2024-10-12T10:38:09.319+0800] GC(629) Adaptive IHOP information (value update), threshold: 113020318B (99.07), internal target occupancy: 114085068B, occupancy: 114447104B, additional buffer size: 0B, predicted old gen allocation rate: 4276755.74B/s, predicted marking phase length: 248.96ms, prediction active: true
[2024-10-12T10:38:09.423+0800] GC(630) Basic information (value update), threshold: 113015865B (84.20), target occupancy: 134217728B, current occupancy: 118873992B, recent allocation size: 2103344B, recent allocation duration: 151.91ms, recent old gen allocation rate: 13846016.74B/s, recent marking phase length: 254.32ms
[2024-10-12T10:38:09.423+0800] GC(630) Adaptive IHOP information (value update), threshold: 113015865B (99.06), internal target occupancy: 114085068B, occupancy: 118873992B, additional buffer size: 0B, predicted old gen allocation rate: 4276755.74B/s, predicted marking phase length: 250.00ms, prediction active: true
[2024-10-12T10:38:09.591+0800] GC(633) Basic information (value update), threshold: 106465810B (79.32), target occupancy: 134217728B, current occupancy: 126414016B, recent allocation size: 4194304B, recent allocation duration: 270.90ms, recent old gen allocation rate: 15482658.41B/s, recent marking phase length: 254.32ms
[2024-10-12T10:38:09.591+0800] GC(633) Adaptive IHOP information (value update), threshold: 106465810B (93.32), internal target occupancy: 114085068B, occupancy: 126414016B, additional buffer size: 6291456B, predicted old gen allocation rate: 5311134.71B/s, predicted marking phase length: 250.00ms, prediction active: true
[2024-10-12T10:38:09.819+0800] GC(636) Basic information (value update), threshold: 106510994B (79.36), target occupancy: 134217728B, current occupancy: 84453368B, recent allocation size: 0B, recent allocation duration: 498.48ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.32ms
[2024-10-12T10:38:09.819+0800] GC(636) Adaptive IHOP information (value update), threshold: 106510994B (93.36), internal target occupancy: 114085068B, occupancy: 84453368B, additional buffer size: 6291456B, predicted old gen allocation rate: 5130400.64B/s, predicted marking phase length: 250.00ms, prediction active: true
[2024-10-12T10:38:09.923+0800] GC(637) Basic information (value update), threshold: 106553910B (79.39), target occupancy: 134217728B, current occupancy: 88648184B, recent allocation size: 6192B, recent allocation duration: 102.31ms, recent old gen allocation rate: 60524.44B/s, recent marking phase length: 254.32ms
