[2024-10-12T11:23:42.954+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:23:43.143+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 187.19ms, recent old gen allocation rate: 11203312.50B/s, recent marking phase length: 0.00ms
[2024-10-12T11:24:32.142+0800] GC(499) Basic information (value update), threshold: 113937814B (84.89), target occupancy: 134217728B, current occupancy: 115123104B, recent allocation size: 8256B, recent allocation duration: 151.72ms, recent old gen allocation rate: 54414.52B/s, recent marking phase length: 213.70ms
[2024-10-12T11:24:32.142+0800] GC(499) Adaptive IHOP information (value update), threshold: 113937814B (99.87), internal target occupancy: 114085068B, occupancy: 115123104B, additional buffer size: 0B, predicted old gen allocation rate: 497940.85B/s, predicted marking phase length: 295.73ms, prediction active: true
[2024-10-12T11:24:32.898+0800] GC(507) Basic information (value update), threshold: 107650175B (80.21), target occupancy: 134217728B, current occupancy: 114566656B, recent allocation size: 6192B, recent allocation duration: 102.31ms, recent old gen allocation rate: 60520.56B/s, recent marking phase length: 213.70ms
[2024-10-12T11:24:32.898+0800] GC(507) Adaptive IHOP information (value update), threshold: 107650175B (94.36), internal target occupancy: 114085068B, occupancy: 114566656B, additional buffer size: 6291456B, predicted old gen allocation rate: 485033.20B/s, predicted marking phase length: 295.73ms, prediction active: true
[2024-10-12T11:24:33.002+0800] GC(508) Basic information (value update), threshold: 107653874B (80.21), target occupancy: 134217728B, current occupancy: 118763008B, recent allocation size: 6192B, recent allocation duration: 102.81ms, recent old gen allocation rate: 60226.96B/s, recent marking phase length: 213.70ms
[2024-10-12T11:24:33.002+0800] GC(508) Adaptive IHOP information (value update), threshold: 107653874B (94.36), internal target occupancy: 114085068B, occupancy: 118763008B, additional buffer size: 6291456B, predicted old gen allocation rate: 472527.51B/s, predicted marking phase length: 295.73ms, prediction active: true
[2024-10-12T11:24:33.157+0800] GC(510) Basic information (value update), threshold: 113949179B (84.90), target occupancy: 134217728B, current occupancy: 122955264B, recent allocation size: 6192B, recent allocation duration: 151.60ms, recent old gen allocation rate: 40845.54B/s, recent marking phase length: 213.70ms
[2024-10-12T11:24:33.157+0800] GC(510) Adaptive IHOP information (value update), threshold: 113949179B (99.88), internal target occupancy: 114085068B, occupancy: 122955264B, additional buffer size: 0B, predicted old gen allocation rate: 459510.39B/s, predicted marking phase length: 295.73ms, prediction active: true
[2024-10-12T11:24:33.220+0800] GC(511) Basic information (value update), threshold: 113950474B (84.90), target occupancy: 134217728B, current occupancy: 114111040B, recent allocation size: 12384B, recent allocation duration: 151.60ms, recent old gen allocation rate: 81691.07B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:33.220+0800] GC(511) Adaptive IHOP information (value update), threshold: 113950474B (99.88), internal target occupancy: 114085068B, occupancy: 114111040B, additional buffer size: 0B, predicted old gen allocation rate: 459510.39B/s, predicted marking phase length: 292.91ms, prediction active: true
[2024-10-12T11:24:33.933+0800] GC(518) Basic information (value update), threshold: 107662806B (80.22), target occupancy: 134217728B, current occupancy: 110370304B, recent allocation size: 4128B, recent allocation duration: 123.47ms, recent old gen allocation rate: 33432.88B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:33.934+0800] GC(518) Adaptive IHOP information (value update), threshold: 107662806B (94.37), internal target occupancy: 114085068B, occupancy: 110370304B, additional buffer size: 6291456B, predicted old gen allocation rate: 446577.32B/s, predicted marking phase length: 292.91ms, prediction active: true
[2024-10-12T11:24:34.037+0800] GC(519) Basic information (value update), threshold: 107666097B (80.22), target occupancy: 134217728B, current occupancy: 114564608B, recent allocation size: 6192B, recent allocation duration: 102.66ms, recent old gen allocation rate: 60314.52B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:34.037+0800] GC(519) Adaptive IHOP information (value update), threshold: 107666097B (94.37), internal target occupancy: 114085068B, occupancy: 114564608B, additional buffer size: 6291456B, predicted old gen allocation rate: 435343.19B/s, predicted marking phase length: 292.91ms, prediction active: true
[2024-10-12T11:24:34.141+0800] GC(520) Basic information (value update), threshold: 107669560B (80.22), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 102.29ms, recent old gen allocation rate: 40354.11B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:34.141+0800] GC(520) Adaptive IHOP information (value update), threshold: 107669560B (94.38), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 423519.25B/s, predicted marking phase length: 292.91ms, prediction active: true
[2024-10-12T11:24:34.296+0800] GC(522) Basic information (value update), threshold: 113964360B (84.91), target occupancy: 134217728B, current occupancy: 121089024B, recent allocation size: 6192B, recent allocation duration: 151.92ms, recent old gen allocation rate: 40758.61B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:34.296+0800] GC(522) Adaptive IHOP information (value update), threshold: 113964360B (99.89), internal target occupancy: 114085068B, occupancy: 121089024B, additional buffer size: 0B, predicted old gen allocation rate: 412101.95B/s, predicted marking phase length: 292.91ms, prediction active: true
[2024-10-12T11:24:34.359+0800] GC(523) Basic information (value update), threshold: 113965480B (84.91), target occupancy: 134217728B, current occupancy: 113647168B, recent allocation size: 14448B, recent allocation duration: 151.92ms, recent old gen allocation rate: 95103.43B/s, recent marking phase length: 213.64ms
[2024-10-12T11:24:34.359+0800] GC(523) Adaptive IHOP information (value update), threshold: 113965480B (99.90), internal target occupancy: 114085068B, occupancy: 113647168B, additional buffer size: 0B, predicted old gen allocation rate: 412101.95B/s, predicted marking phase length: 290.19ms, prediction active: true
[2024-10-12T11:24:35.133+0800] GC(530) Basic information (value update), threshold: 107676956B (80.23), target occupancy: 134217728B, current occupancy: 110368256B, recent allocation size: 6192B, recent allocation duration: 102.32ms, recent old gen allocation rate: 60513.60B/s, recent marking phase length: 213.64ms
[2024-10-12T11:24:35.133+0800] GC(530) Adaptive IHOP information (value update), threshold: 107676956B (94.38), internal target occupancy: 114085068B, occupancy: 110368256B, additional buffer size: 6291456B, predicted old gen allocation rate: 401996.50B/s, predicted marking phase length: 290.19ms, prediction active: true
[2024-10-12T11:24:35.237+0800] GC(531) Basic information (value update), threshold: 107680078B (80.23), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 4128B, recent allocation duration: 102.72ms, recent old gen allocation rate: 40186.64B/s, recent marking phase length: 213.64ms
[2024-10-12T11:24:35.237+0800] GC(531) Adaptive IHOP information (value update), threshold: 107680078B (94.39), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 391238.86B/s, predicted marking phase length: 290.19ms, prediction active: true
[2024-10-12T11:24:35.341+0800] GC(532) Basic information (value update), threshold: 107682817B (80.23), target occupancy: 134217728B, current occupancy: 118756864B, recent allocation size: 6192B, recent allocation duration: 102.26ms, recent old gen allocation rate: 60549.22B/s, recent marking phase length: 213.64ms
[2024-10-12T11:24:35.341+0800] GC(532) Adaptive IHOP information (value update), threshold: 107682817B (94.39), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 6291456B, predicted old gen allocation rate: 381801.41B/s, predicted marking phase length: 290.19ms, prediction active: true
[2024-10-12T11:24:35.498+0800] GC(534) Basic information (value update), threshold: 113977200B (84.92), target occupancy: 134217728B, current occupancy: 122720256B, recent allocation size: 6192B, recent allocation duration: 151.55ms, recent old gen allocation rate: 40856.66B/s, recent marking phase length: 213.64ms
[2024-10-12T11:24:35.498+0800] GC(534) Adaptive IHOP information (value update), threshold: 113977200B (99.91), internal target occupancy: 114085068B, occupancy: 122720256B, additional buffer size: 0B, predicted old gen allocation rate: 371715.63B/s, predicted marking phase length: 290.19ms, prediction active: true
[2024-10-12T11:24:35.562+0800] GC(535) Basic information (value update), threshold: 113978180B (84.92), target occupancy: 134217728B, current occupancy: 123423296B, recent allocation size: 2123984B, recent allocation duration: 151.55ms, recent old gen allocation rate: 14014679.76B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:35.562+0800] GC(535) Adaptive IHOP information (value update), threshold: 113978180B (99.91), internal target occupancy: 114085068B, occupancy: 123423296B, additional buffer size: 0B, predicted old gen allocation rate: 371715.63B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:35.970+0800] GC(540) Basic information (value update), threshold: 105592924B (78.67), target occupancy: 134217728B, current occupancy: 83288256B, recent allocation size: 0B, recent allocation duration: 470.19ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:35.970+0800] GC(540) Adaptive IHOP information (value update), threshold: 105592924B (92.56), internal target occupancy: 114085068B, occupancy: 83288256B, additional buffer size: 8388608B, predicted old gen allocation rate: 360058.78B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.136+0800] GC(541) Basic information (value update), threshold: 107178082B (79.85), target occupancy: 134217728B, current occupancy: 91210944B, recent allocation size: 2103344B, recent allocation duration: 164.17ms, recent old gen allocation rate: 12812015.75B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:36.136+0800] GC(541) Adaptive IHOP information (value update), threshold: 107178082B (93.95), internal target occupancy: 114085068B, occupancy: 91210944B, additional buffer size: 6291456B, predicted old gen allocation rate: 2140562.01B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.240+0800] GC(542) Basic information (value update), threshold: 107197426B (79.87), target occupancy: 134217728B, current occupancy: 95405248B, recent allocation size: 6192B, recent allocation duration: 102.36ms, recent old gen allocation rate: 60493.54B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:36.240+0800] GC(542) Adaptive IHOP information (value update), threshold: 107197426B (93.96), internal target occupancy: 114085068B, occupancy: 95405248B, additional buffer size: 6291456B, predicted old gen allocation rate: 2073289.20B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.344+0800] GC(543) Basic information (value update), threshold: 107216088B (79.88), target occupancy: 134217728B, current occupancy: 99599552B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60288.56B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:36.344+0800] GC(543) Adaptive IHOP information (value update), threshold: 107216088B (93.98), internal target occupancy: 114085068B, occupancy: 99599552B, additional buffer size: 6291456B, predicted old gen allocation rate: 2008391.74B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.448+0800] GC(544) Basic information (value update), threshold: 107234087B (79.90), target occupancy: 134217728B, current occupancy: 103327936B, recent allocation size: 6192B, recent allocation duration: 102.29ms, recent old gen allocation rate: 60534.89B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:36.448+0800] GC(544) Adaptive IHOP information (value update), threshold: 107234087B (93.99), internal target occupancy: 114085068B, occupancy: 103327936B, additional buffer size: 6291456B, predicted old gen allocation rate: 1945799.49B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.604+0800] GC(546) Basic information (value update), threshold: 113543334B (84.60), target occupancy: 134217728B, current occupancy: 105425088B, recent allocation size: 4128B, recent allocation duration: 151.82ms, recent old gen allocation rate: 27189.47B/s, recent marking phase length: 213.17ms
[2024-10-12T11:24:36.604+0800] GC(546) Adaptive IHOP information (value update), threshold: 113543334B (99.53), internal target occupancy: 114085068B, occupancy: 105425088B, additional buffer size: 0B, predicted old gen allocation rate: 1883929.70B/s, predicted marking phase length: 287.56ms, prediction active: true
[2024-10-12T11:24:36.709+0800] GC(547) Basic information (value update), threshold: 113544548B (84.60), target occupancy: 134217728B, current occupancy: 104245696B, recent allocation size: 45408B, recent allocation duration: 151.82ms, recent old gen allocation rate: 299084.19B/s, recent marking phase length: 254.17ms
[2024-10-12T11:24:36.709+0800] GC(547) Adaptive IHOP information (value update), threshold: 113544548B (99.53), internal target occupancy: 114085068B, occupancy: 104245696B, additional buffer size: 0B, predicted old gen allocation rate: 1883929.70B/s, predicted marking phase length: 286.91ms, prediction active: true
[2024-10-12T11:24:37.548+0800] GC(555) Basic information (value update), threshold: 107269788B (79.92), target occupancy: 134217728B, current occupancy: 115318920B, recent allocation size: 6192B, recent allocation duration: 102.30ms, recent old gen allocation rate: 60528.85B/s, recent marking phase length: 254.17ms
[2024-10-12T11:24:37.548+0800] GC(555) Adaptive IHOP information (value update), threshold: 107269788B (94.03), internal target occupancy: 114085068B, occupancy: 115318920B, additional buffer size: 6291456B, predicted old gen allocation rate: 1825736.59B/s, predicted marking phase length: 286.91ms, prediction active: true
[2024-10-12T11:24:37.652+0800] GC(556) Basic information (value update), threshold: 107285903B (79.93), target occupancy: 134217728B, current occupancy: 119280264B, recent allocation size: 6192B, recent allocation duration: 102.73ms, recent old gen allocation rate: 60272.42B/s, recent marking phase length: 254.17ms
[2024-10-12T11:24:37.652+0800] GC(556) Adaptive IHOP information (value update), threshold: 107285903B (94.04), internal target occupancy: 114085068B, occupancy: 119280264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1769571.25B/s, predicted marking phase length: 286.91ms, prediction active: true
[2024-10-12T11:24:37.806+0800] GC(558) Basic information (value update), threshold: 113593161B (84.63), target occupancy: 134217728B, current occupancy: 123707528B, recent allocation size: 6192B, recent allocation duration: 151.56ms, recent old gen allocation rate: 40854.74B/s, recent marking phase length: 254.17ms
[2024-10-12T11:24:37.806+0800] GC(558) Adaptive IHOP information (value update), threshold: 113593161B (99.57), internal target occupancy: 114085068B, occupancy: 123707528B, additional buffer size: 0B, predicted old gen allocation rate: 1714494.89B/s, predicted marking phase length: 286.91ms, prediction active: true
[2024-10-12T11:24:37.870+0800] GC(559) Basic information (value update), threshold: 113597464B (84.64), target occupancy: 134217728B, current occupancy: 124645576B, recent allocation size: 2126048B, recent allocation duration: 151.56ms, recent old gen allocation rate: 14027638.89B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:37.870+0800] GC(559) Adaptive IHOP information (value update), threshold: 113597464B (99.57), internal target occupancy: 114085068B, occupancy: 124645576B, additional buffer size: 0B, predicted old gen allocation rate: 1714494.89B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.207+0800] GC(563) Basic information (value update), threshold: 107321644B (79.96), target occupancy: 134217728B, current occupancy: 84453648B, recent allocation size: 0B, recent allocation duration: 399.17ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:38.207+0800] GC(563) Adaptive IHOP information (value update), threshold: 107321644B (94.07), internal target occupancy: 114085068B, occupancy: 84453648B, additional buffer size: 6291456B, predicted old gen allocation rate: 1659514.54B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.311+0800] GC(564) Basic information (value update), threshold: 106673533B (79.48), target occupancy: 134217728B, current occupancy: 89579792B, recent allocation size: 2103344B, recent allocation duration: 103.17ms, recent old gen allocation rate: 20386561.36B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:38.311+0800] GC(564) Adaptive IHOP information (value update), threshold: 106673533B (93.50), internal target occupancy: 114085068B, occupancy: 89579792B, additional buffer size: 6291456B, predicted old gen allocation rate: 3938375.79B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.415+0800] GC(565) Basic information (value update), threshold: 106710067B (79.51), target occupancy: 134217728B, current occupancy: 93308176B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60495.36B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:38.415+0800] GC(565) Adaptive IHOP information (value update), threshold: 106710067B (93.54), internal target occupancy: 114085068B, occupancy: 93308176B, additional buffer size: 6291456B, predicted old gen allocation rate: 3809919.34B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.519+0800] GC(566) Basic information (value update), threshold: 106745285B (79.53), target occupancy: 134217728B, current occupancy: 97735440B, recent allocation size: 6192B, recent allocation duration: 102.68ms, recent old gen allocation rate: 60304.26B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:38.519+0800] GC(566) Adaptive IHOP information (value update), threshold: 106745285B (93.57), internal target occupancy: 114085068B, occupancy: 97735440B, additional buffer size: 6291456B, predicted old gen allocation rate: 3686087.57B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.674+0800] GC(568) Basic information (value update), threshold: 113070930B (84.24), target occupancy: 134217728B, current occupancy: 100065552B, recent allocation size: 6192B, recent allocation duration: 151.51ms, recent old gen allocation rate: 40867.80B/s, recent marking phase length: 213.56ms
[2024-10-12T11:24:38.674+0800] GC(568) Adaptive IHOP information (value update), threshold: 113070930B (99.11), internal target occupancy: 114085068B, occupancy: 100065552B, additional buffer size: 0B, predicted old gen allocation rate: 3565873.67B/s, predicted marking phase length: 284.40ms, prediction active: true
[2024-10-12T11:24:38.778+0800] GC(569) Basic information (value update), threshold: 113072822B (84.25), target occupancy: 134217728B, current occupancy: 101227488B, recent allocation size: 8256B, recent allocation duration: 151.51ms, recent old gen allocation rate: 54490.41B/s, recent marking phase length: 254.14ms
[2024-10-12T11:24:38.778+0800] GC(569) Adaptive IHOP information (value update), threshold: 113072822B (99.11), internal target occupancy: 114085068B, occupancy: 101227488B, additional buffer size: 0B, predicted old gen allocation rate: 3565873.67B/s, predicted marking phase length: 283.87ms, prediction active: true
[2024-10-12T11:24:39.511+0800] GC(576) Basic information (value update), threshold: 106814022B (79.58), target occupancy: 134217728B, current occupancy: 110776872B, recent allocation size: 6192B, recent allocation duration: 102.24ms, recent old gen allocation rate: 60565.88B/s, recent marking phase length: 254.14ms
[2024-10-12T11:24:39.511+0800] GC(576) Adaptive IHOP information (value update), threshold: 106814022B (93.63), internal target occupancy: 114085068B, occupancy: 110776872B, additional buffer size: 6291456B, predicted old gen allocation rate: 3450837.69B/s, predicted marking phase length: 283.87ms, prediction active: true
[2024-10-12T11:24:39.615+0800] GC(577) Basic information (value update), threshold: 106845509B (79.61), target occupancy: 134217728B, current occupancy: 114271784B, recent allocation size: 6192B, recent allocation duration: 102.62ms, recent old gen allocation rate: 60337.06B/s, recent marking phase length: 254.14ms
[2024-10-12T11:24:39.615+0800] GC(577) Adaptive IHOP information (value update), threshold: 106845509B (93.65), internal target occupancy: 114085068B, occupancy: 114271784B, additional buffer size: 6291456B, predicted old gen allocation rate: 3339914.91B/s, predicted marking phase length: 283.87ms, prediction active: true
[2024-10-12T11:24:39.770+0800] GC(579) Basic information (value update), threshold: 113167569B (84.32), target occupancy: 134217728B, current occupancy: 117767208B, recent allocation size: 6192B, recent allocation duration: 151.62ms, recent old gen allocation rate: 40837.77B/s, recent marking phase length: 254.14ms
[2024-10-12T11:24:39.770+0800] GC(579) Adaptive IHOP information (value update), threshold: 113167569B (99.20), internal target occupancy: 114085068B, occupancy: 117767208B, additional buffer size: 0B, predicted old gen allocation rate: 3232106.21B/s, predicted marking phase length: 283.87ms, prediction active: true
[2024-10-12T11:24:39.833+0800] GC(580) Basic information (value update), threshold: 113175384B (84.32), target occupancy: 134217728B, current occupancy: 111713800B, recent allocation size: 22704B, recent allocation duration: 151.62ms, recent old gen allocation rate: 149738.48B/s, recent marking phase length: 213.30ms
[2024-10-12T11:24:39.833+0800] GC(580) Adaptive IHOP information (value update), threshold: 113175384B (99.20), internal target occupancy: 114085068B, occupancy: 111713800B, additional buffer size: 0B, predicted old gen allocation rate: 3232106.21B/s, predicted marking phase length: 281.45ms, prediction active: true
[2024-10-12T11:24:40.631+0800] GC(588) Basic information (value update), threshold: 106913194B (79.66), target occupancy: 134217728B, current occupancy: 116030488B, recent allocation size: 4128B, recent allocation duration: 102.42ms, recent old gen allocation rate: 40302.86B/s, recent marking phase length: 213.30ms
[2024-10-12T11:24:40.631+0800] GC(588) Adaptive IHOP information (value update), threshold: 106913194B (93.71), internal target occupancy: 114085068B, occupancy: 116030488B, additional buffer size: 6291456B, predicted old gen allocation rate: 3128126.29B/s, predicted marking phase length: 281.45ms, prediction active: true
[2024-10-12T11:24:40.786+0800] GC(590) Basic information (value update), threshold: 113232867B (84.37), target occupancy: 134217728B, current occupancy: 120226840B, recent allocation size: 6192B, recent allocation duration: 152.01ms, recent old gen allocation rate: 40734.48B/s, recent marking phase length: 213.30ms
[2024-10-12T11:24:40.786+0800] GC(590) Adaptive IHOP information (value update), threshold: 113232867B (99.25), internal target occupancy: 114085068B, occupancy: 120226840B, additional buffer size: 0B, predicted old gen allocation rate: 3027872.09B/s, predicted marking phase length: 281.45ms, prediction active: true
[2024-10-12T11:24:40.850+0800] GC(591) Basic information (value update), threshold: 113239877B (84.37), target occupancy: 134217728B, current occupancy: 114135640B, recent allocation size: 28896B, recent allocation duration: 152.01ms, recent old gen allocation rate: 190094.24B/s, recent marking phase length: 213.66ms
[2024-10-12T11:24:40.850+0800] GC(591) Adaptive IHOP information (value update), threshold: 113239877B (99.26), internal target occupancy: 114085068B, occupancy: 114135640B, additional buffer size: 0B, predicted old gen allocation rate: 3027872.09B/s, predicted marking phase length: 279.14ms, prediction active: true
[2024-10-12T11:24:41.585+0800] GC(598) Basic information (value update), threshold: 106975167B (79.70), target occupancy: 134217728B, current occupancy: 113865728B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60505.87B/s, recent marking phase length: 213.66ms
[2024-10-12T11:24:41.585+0800] GC(598) Adaptive IHOP information (value update), threshold: 106975167B (93.77), internal target occupancy: 114085068B, occupancy: 113865728B, additional buffer size: 6291456B, predicted old gen allocation rate: 2932057.39B/s, predicted marking phase length: 279.14ms, prediction active: true
[2024-10-12T11:24:41.689+0800] GC(599) Basic information (value update), threshold: 107001217B (79.72), target occupancy: 134217728B, current occupancy: 118057984B, recent allocation size: 4128B, recent allocation duration: 102.69ms, recent old gen allocation rate: 40199.93B/s, recent marking phase length: 213.66ms
[2024-10-12T11:24:41.689+0800] GC(599) Adaptive IHOP information (value update), threshold: 107001217B (93.79), internal target occupancy: 114085068B, occupancy: 118057984B, additional buffer size: 6291456B, predicted old gen allocation rate: 2838733.08B/s, predicted marking phase length: 279.14ms, prediction active: true
[2024-10-12T11:24:41.844+0800] GC(601) Basic information (value update), threshold: 113317794B (84.43), target occupancy: 134217728B, current occupancy: 122019328B, recent allocation size: 6192B, recent allocation duration: 151.64ms, recent old gen allocation rate: 40834.05B/s, recent marking phase length: 213.66ms
[2024-10-12T11:24:41.844+0800] GC(601) Adaptive IHOP information (value update), threshold: 113317794B (99.33), internal target occupancy: 114085068B, occupancy: 122019328B, additional buffer size: 0B, predicted old gen allocation rate: 2748738.89B/s, predicted marking phase length: 279.14ms, prediction active: true
[2024-10-12T11:24:41.907+0800] GC(602) Basic information (value update), threshold: 113323923B (84.43), target occupancy: 134217728B, current occupancy: 121326144B, recent allocation size: 97008B, recent allocation duration: 151.64ms, recent old gen allocation rate: 639733.40B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:41.907+0800] GC(602) Adaptive IHOP information (value update), threshold: 113323923B (99.33), internal target occupancy: 114085068B, occupancy: 121326144B, additional buffer size: 0B, predicted old gen allocation rate: 2748738.89B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.306+0800] GC(608) Basic information (value update), threshold: 107057011B (79.76), target occupancy: 134217728B, current occupancy: 81191296B, recent allocation size: 0B, recent allocation duration: 461.76ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.307+0800] GC(608) Adaptive IHOP information (value update), threshold: 107057011B (93.84), internal target occupancy: 114085068B, occupancy: 81191296B, additional buffer size: 6291456B, predicted old gen allocation rate: 2660103.34B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.411+0800] GC(609) Basic information (value update), threshold: 107079944B (79.78), target occupancy: 134217728B, current occupancy: 85618560B, recent allocation size: 6192B, recent allocation duration: 103.06ms, recent old gen allocation rate: 60080.08B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.411+0800] GC(609) Adaptive IHOP information (value update), threshold: 107079944B (93.86), internal target occupancy: 114085068B, occupancy: 85618560B, additional buffer size: 6291456B, predicted old gen allocation rate: 2577287.65B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.515+0800] GC(610) Basic information (value update), threshold: 107102322B (79.80), target occupancy: 134217728B, current occupancy: 89346944B, recent allocation size: 4128B, recent allocation duration: 102.79ms, recent old gen allocation rate: 40160.15B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.515+0800] GC(610) Adaptive IHOP information (value update), threshold: 107102322B (93.88), internal target occupancy: 114085068B, occupancy: 89346944B, additional buffer size: 6291456B, predicted old gen allocation rate: 2496473.18B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.618+0800] GC(611) Basic information (value update), threshold: 107123662B (79.81), target occupancy: 134217728B, current occupancy: 93774208B, recent allocation size: 6192B, recent allocation duration: 102.29ms, recent old gen allocation rate: 60533.21B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.618+0800] GC(611) Adaptive IHOP information (value update), threshold: 107123662B (93.90), internal target occupancy: 114085068B, occupancy: 93774208B, additional buffer size: 6291456B, predicted old gen allocation rate: 2419404.80B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.701+0800] GC(612) Basic information (value update), threshold: 107144074B (79.83), target occupancy: 134217728B, current occupancy: 97038720B, recent allocation size: 6192B, recent allocation duration: 82.06ms, recent old gen allocation rate: 75455.23B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.701+0800] GC(612) Adaptive IHOP information (value update), threshold: 107144074B (93.92), internal target occupancy: 114085068B, occupancy: 97038720B, additional buffer size: 6291456B, predicted old gen allocation rate: 2345692.57B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.877+0800] GC(614) Basic information (value update), threshold: 113455733B (84.53), target occupancy: 134217728B, current occupancy: 101230976B, recent allocation size: 2103344B, recent allocation duration: 172.49ms, recent old gen allocation rate: 12194030.26B/s, recent marking phase length: 213.68ms
[2024-10-12T11:24:42.877+0800] GC(614) Adaptive IHOP information (value update), threshold: 113455733B (99.45), internal target occupancy: 114085068B, occupancy: 101230976B, additional buffer size: 0B, predicted old gen allocation rate: 2272732.87B/s, predicted marking phase length: 276.91ms, prediction active: true
[2024-10-12T11:24:42.982+0800] GC(615) Basic information (value update), threshold: 113453459B (84.53), target occupancy: 134217728B, current occupancy: 102048664B, recent allocation size: 84624B, recent allocation duration: 172.49ms, recent old gen allocation rate: 490603.35B/s, recent marking phase length: 275.23ms
[2024-10-12T11:24:42.982+0800] GC(615) Adaptive IHOP information (value update), threshold: 113453459B (99.45), internal target occupancy: 114085068B, occupancy: 102048664B, additional buffer size: 0B, predicted old gen allocation rate: 2272732.87B/s, predicted marking phase length: 277.91ms, prediction active: true
[2024-10-12T11:24:43.716+0800] GC(622) Basic information (value update), threshold: 107181264B (79.86), target occupancy: 134217728B, current occupancy: 113554952B, recent allocation size: 6192B, recent allocation duration: 102.32ms, recent old gen allocation rate: 60513.83B/s, recent marking phase length: 275.23ms
[2024-10-12T11:24:43.716+0800] GC(622) Adaptive IHOP information (value update), threshold: 107181264B (93.95), internal target occupancy: 114085068B, occupancy: 113554952B, additional buffer size: 6291456B, predicted old gen allocation rate: 2203424.83B/s, predicted marking phase length: 277.91ms, prediction active: true
[2024-10-12T11:24:43.820+0800] GC(623) Basic information (value update), threshold: 107199865B (79.87), target occupancy: 134217728B, current occupancy: 117283336B, recent allocation size: 6192B, recent allocation duration: 102.81ms, recent old gen allocation rate: 60228.12B/s, recent marking phase length: 275.23ms
