[2024-10-12T11:09:19.711+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:09:19.903+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9006080B, recent allocation size: 2097152B, recent allocation duration: 191.46ms, recent old gen allocation rate: 10953398.94B/s, recent marking phase length: 0.00ms
[2024-10-12T11:10:22.630+0800] GC(745) Adaptive IHOP information (value update), threshold: 111780312B (97.98), internal target occupancy: 114085068B, occupancy: 117781096B, additional buffer size: 0B, predicted old gen allocation rate: 10731244.35B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:22.672+0800] GC(746) Basic information (value update), threshold: 104919981B (78.17), target occupancy: 134217728B, current occupancy: 119484312B, recent allocation size: 4194304B, recent allocation duration: 108.79ms, recent old gen allocation rate: 38554246.99B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:22.672+0800] GC(746) Adaptive IHOP information (value update), threshold: 104919981B (91.97), internal target occupancy: 114085068B, occupancy: 119484312B, additional buffer size: 6291456B, predicted old gen allocation rate: 13380000.42B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:22.917+0800] GC(749) Basic information (value update), threshold: 105019822B (78.25), target occupancy: 134217728B, current occupancy: 84054120B, recent allocation size: 0B, recent allocation duration: 353.28ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:22.917+0800] GC(749) Adaptive IHOP information (value update), threshold: 105019822B (92.05), internal target occupancy: 114085068B, occupancy: 84054120B, additional buffer size: 6291456B, predicted old gen allocation rate: 12915127.25B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:23.022+0800] GC(750) Basic information (value update), threshold: 105115766B (78.32), target occupancy: 134217728B, current occupancy: 88248424B, recent allocation size: 4128B, recent allocation duration: 102.84ms, recent old gen allocation rate: 40141.41B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:23.022+0800] GC(750) Adaptive IHOP information (value update), threshold: 105115766B (92.14), internal target occupancy: 114085068B, occupancy: 88248424B, additional buffer size: 6291456B, predicted old gen allocation rate: 12468403.92B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:23.125+0800] GC(751) Basic information (value update), threshold: 105208254B (78.39), target occupancy: 134217728B, current occupancy: 92675688B, recent allocation size: 4128B, recent allocation duration: 102.37ms, recent old gen allocation rate: 40323.13B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:23.125+0800] GC(751) Adaptive IHOP information (value update), threshold: 105208254B (92.22), internal target occupancy: 114085068B, occupancy: 92675688B, additional buffer size: 6291456B, predicted old gen allocation rate: 12037765.20B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:23.229+0800] GC(752) Basic information (value update), threshold: 105297239B (78.45), target occupancy: 134217728B, current occupancy: 95940200B, recent allocation size: 6192B, recent allocation duration: 102.61ms, recent old gen allocation rate: 60345.96B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:23.230+0800] GC(752) Adaptive IHOP information (value update), threshold: 105297239B (92.30), internal target occupancy: 114085068B, occupancy: 95940200B, additional buffer size: 6291456B, predicted old gen allocation rate: 11623437.81B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:23.384+0800] GC(754) Basic information (value update), threshold: 111674732B (83.20), target occupancy: 134217728B, current occupancy: 100132456B, recent allocation size: 4128B, recent allocation duration: 151.48ms, recent old gen allocation rate: 27251.54B/s, recent marking phase length: 213.28ms
[2024-10-12T11:10:23.384+0800] GC(754) Adaptive IHOP information (value update), threshold: 111674732B (97.89), internal target occupancy: 114085068B, occupancy: 100132456B, additional buffer size: 0B, predicted old gen allocation rate: 11222841.49B/s, predicted marking phase length: 214.77ms, prediction active: true
[2024-10-12T11:10:23.453+0800] GC(755) Basic information (value update), threshold: 111669064B (83.20), target occupancy: 134217728B, current occupancy: 116216288B, recent allocation size: 2532656B, recent allocation duration: 151.48ms, recent old gen allocation rate: 16719667.33B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:23.453+0800] GC(755) Adaptive IHOP information (value update), threshold: 111669064B (97.88), internal target occupancy: 114085068B, occupancy: 116216288B, additional buffer size: 0B, predicted old gen allocation rate: 11222841.49B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:23.496+0800] GC(756) Basic information (value update), threshold: 105222107B (78.40), target occupancy: 134217728B, current occupancy: 117853672B, recent allocation size: 2097152B, recent allocation duration: 110.40ms, recent old gen allocation rate: 18996547.20B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:23.496+0800] GC(756) Adaptive IHOP information (value update), threshold: 105222107B (92.23), internal target occupancy: 114085068B, occupancy: 117853672B, additional buffer size: 6291456B, predicted old gen allocation rate: 11945177.03B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:23.609+0800] GC(758) Basic information (value update), threshold: 111374732B (82.98), target occupancy: 134217728B, current occupancy: 119789376B, recent allocation size: 4194304B, recent allocation duration: 224.36ms, recent old gen allocation rate: 18694744.63B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:23.609+0800] GC(758) Adaptive IHOP information (value update), threshold: 111374732B (97.62), internal target occupancy: 114085068B, occupancy: 119789376B, additional buffer size: 0B, predicted old gen allocation rate: 12590076.78B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:23.897+0800] GC(760) Basic information (value update), threshold: 105177560B (78.36), target occupancy: 134217728B, current occupancy: 86085000B, recent allocation size: 0B, recent allocation duration: 511.30ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:23.897+0800] GC(760) Adaptive IHOP information (value update), threshold: 105177560B (92.19), internal target occupancy: 114085068B, occupancy: 86085000B, additional buffer size: 6291456B, predicted old gen allocation rate: 12152109.33B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:24.002+0800] GC(761) Basic information (value update), threshold: 105268014B (78.43), target occupancy: 134217728B, current occupancy: 90745224B, recent allocation size: 6192B, recent allocation duration: 103.02ms, recent old gen allocation rate: 60102.34B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:24.002+0800] GC(761) Adaptive IHOP information (value update), threshold: 105268014B (92.27), internal target occupancy: 114085068B, occupancy: 90745224B, additional buffer size: 6291456B, predicted old gen allocation rate: 11731931.16B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:24.106+0800] GC(762) Basic information (value update), threshold: 105355227B (78.50), target occupancy: 134217728B, current occupancy: 94939528B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60401.46B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:24.106+0800] GC(762) Adaptive IHOP information (value update), threshold: 105355227B (92.35), internal target occupancy: 114085068B, occupancy: 94939528B, additional buffer size: 6291456B, predicted old gen allocation rate: 11326809.07B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:24.210+0800] GC(763) Basic information (value update), threshold: 105439467B (78.56), target occupancy: 134217728B, current occupancy: 99599752B, recent allocation size: 4128B, recent allocation duration: 102.66ms, recent old gen allocation rate: 40210.93B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:24.210+0800] GC(763) Adaptive IHOP information (value update), threshold: 105439467B (92.42), internal target occupancy: 114085068B, occupancy: 99599752B, additional buffer size: 6291456B, predicted old gen allocation rate: 10935493.12B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:24.364+0800] GC(765) Basic information (value update), threshold: 111812232B (83.31), target occupancy: 134217728B, current occupancy: 103794056B, recent allocation size: 4128B, recent allocation duration: 151.56ms, recent old gen allocation rate: 27235.84B/s, recent marking phase length: 213.14ms
[2024-10-12T11:10:24.364+0800] GC(765) Adaptive IHOP information (value update), threshold: 111812232B (98.01), internal target occupancy: 114085068B, occupancy: 103794056B, additional buffer size: 0B, predicted old gen allocation rate: 10557796.11B/s, predicted marking phase length: 215.28ms, prediction active: true
[2024-10-12T11:10:24.432+0800] GC(766) Basic information (value update), threshold: 111807246B (83.30), target occupancy: 134217728B, current occupancy: 114747816B, recent allocation size: 2825744B, recent allocation duration: 151.56ms, recent old gen allocation rate: 18643776.60B/s, recent marking phase length: 213.31ms
[2024-10-12T11:10:24.432+0800] GC(766) Adaptive IHOP information (value update), threshold: 111807246B (98.00), internal target occupancy: 114085068B, occupancy: 114747816B, additional buffer size: 0B, predicted old gen allocation rate: 10557796.11B/s, predicted marking phase length: 215.75ms, prediction active: true
[2024-10-12T11:10:24.434+0800] GC(767) Basic information (value update), threshold: 105594054B (78.67), target occupancy: 134217728B, current occupancy: 115453552B, recent allocation size: 4128B, recent allocation duration: 67.90ms, recent old gen allocation rate: 60791.66B/s, recent marking phase length: 213.31ms
[2024-10-12T11:10:24.434+0800] GC(767) Adaptive IHOP information (value update), threshold: 105594054B (92.56), internal target occupancy: 114085068B, occupancy: 115453552B, additional buffer size: 6291456B, predicted old gen allocation rate: 10195040.46B/s, predicted marking phase length: 215.75ms, prediction active: true
[2024-10-12T11:10:24.435+0800] GC(769) Basic information (value update), threshold: 105669987B (78.73), target occupancy: 134217728B, current occupancy: 115455616B, recent allocation size: 0B, recent allocation duration: 0.70ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.31ms
[2024-10-12T11:10:24.435+0800] GC(769) Adaptive IHOP information (value update), threshold: 105669987B (92.62), internal target occupancy: 114085068B, occupancy: 115455616B, additional buffer size: 6291456B, predicted old gen allocation rate: 9843090.43B/s, predicted marking phase length: 215.75ms, prediction active: true
[2024-10-12T11:10:24.437+0800] GC(770) Basic information (value update), threshold: 105743163B (78.78), target occupancy: 134217728B, current occupancy: 115453552B, recent allocation size: 0B, recent allocation duration: 1.06ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.31ms
[2024-10-12T11:10:24.437+0800] GC(770) Adaptive IHOP information (value update), threshold: 105743163B (92.69), internal target occupancy: 114085068B, occupancy: 115453552B, additional buffer size: 6291456B, predicted old gen allocation rate: 9503917.25B/s, predicted marking phase length: 215.75ms, prediction active: true
[2024-10-12T11:10:24.551+0800] GC(771) Basic information (value update), threshold: 111855350B (83.34), target occupancy: 134217728B, current occupancy: 118849032B, recent allocation size: 2097152B, recent allocation duration: 111.60ms, recent old gen allocation rate: 18792395.20B/s, recent marking phase length: 213.31ms
[2024-10-12T11:10:24.551+0800] GC(771) Adaptive IHOP information (value update), threshold: 111855350B (98.05), internal target occupancy: 114085068B, occupancy: 118849032B, additional buffer size: 0B, predicted old gen allocation rate: 10334833.37B/s, predicted marking phase length: 215.75ms, prediction active: true
[2024-10-12T11:10:24.617+0800] GC(772) Basic information (value update), threshold: 111870030B (83.35), target occupancy: 134217728B, current occupancy: 120784248B, recent allocation size: 4194304B, recent allocation duration: 111.60ms, recent old gen allocation rate: 37584790.39B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:24.617+0800] GC(772) Adaptive IHOP information (value update), threshold: 111870030B (98.06), internal target occupancy: 114085068B, occupancy: 120784248B, additional buffer size: 0B, predicted old gen allocation rate: 10334833.37B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:24.843+0800] GC(774) Basic information (value update), threshold: 105655293B (78.72), target occupancy: 134217728B, current occupancy: 83988984B, recent allocation size: 0B, recent allocation duration: 402.90ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:24.843+0800] GC(774) Adaptive IHOP information (value update), threshold: 105655293B (92.61), internal target occupancy: 114085068B, occupancy: 83988984B, additional buffer size: 6291456B, predicted old gen allocation rate: 9976881.55B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:24.947+0800] GC(775) Basic information (value update), threshold: 105728910B (78.77), target occupancy: 134217728B, current occupancy: 87484408B, recent allocation size: 4128B, recent allocation duration: 102.52ms, recent old gen allocation rate: 40265.08B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:24.947+0800] GC(775) Adaptive IHOP information (value update), threshold: 105728910B (92.68), internal target occupancy: 114085068B, occupancy: 87484408B, additional buffer size: 6291456B, predicted old gen allocation rate: 9633404.29B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:25.050+0800] GC(776) Basic information (value update), threshold: 105799689B (78.83), target occupancy: 134217728B, current occupancy: 91445752B, recent allocation size: 6192B, recent allocation duration: 102.13ms, recent old gen allocation rate: 60629.34B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:25.050+0800] GC(776) Adaptive IHOP information (value update), threshold: 105799689B (92.74), internal target occupancy: 114085068B, occupancy: 91445752B, additional buffer size: 6291456B, predicted old gen allocation rate: 9303164.89B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:25.154+0800] GC(777) Basic information (value update), threshold: 105867899B (78.88), target occupancy: 134217728B, current occupancy: 95174136B, recent allocation size: 6192B, recent allocation duration: 102.49ms, recent old gen allocation rate: 60412.81B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:25.154+0800] GC(777) Adaptive IHOP information (value update), threshold: 105867899B (92.80), internal target occupancy: 114085068B, occupancy: 95174136B, additional buffer size: 6291456B, predicted old gen allocation rate: 8984913.77B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:25.258+0800] GC(778) Basic information (value update), threshold: 105933796B (78.93), target occupancy: 134217728B, current occupancy: 99368440B, recent allocation size: 4128B, recent allocation duration: 102.21ms, recent old gen allocation rate: 40388.06B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:25.258+0800] GC(778) Adaptive IHOP information (value update), threshold: 105933796B (92.86), internal target occupancy: 114085068B, occupancy: 99368440B, additional buffer size: 6291456B, predicted old gen allocation rate: 8677453.27B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:25.412+0800] GC(780) Basic information (value update), threshold: 112288862B (83.66), target occupancy: 134217728B, current occupancy: 103562744B, recent allocation size: 4128B, recent allocation duration: 152.03ms, recent old gen allocation rate: 27152.48B/s, recent marking phase length: 174.93ms
[2024-10-12T11:10:25.413+0800] GC(780) Adaptive IHOP information (value update), threshold: 112288862B (98.43), internal target occupancy: 114085068B, occupancy: 103562744B, additional buffer size: 0B, predicted old gen allocation rate: 8380664.94B/s, predicted marking phase length: 214.33ms, prediction active: true
[2024-10-12T11:10:25.480+0800] GC(781) Basic information (value update), threshold: 112284488B (83.66), target occupancy: 134217728B, current occupancy: 115684888B, recent allocation size: 2941520B, recent allocation duration: 152.03ms, recent old gen allocation rate: 19348248.98B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:25.480+0800] GC(781) Adaptive IHOP information (value update), threshold: 112284488B (98.42), internal target occupancy: 114085068B, occupancy: 115684888B, additional buffer size: 0B, predicted old gen allocation rate: 8380664.94B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:25.522+0800] GC(782) Basic information (value update), threshold: 105784637B (78.82), target occupancy: 134217728B, current occupancy: 117322272B, recent allocation size: 2097152B, recent allocation duration: 108.53ms, recent old gen allocation rate: 19323874.66B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:25.522+0800] GC(782) Adaptive IHOP information (value update), threshold: 105784637B (92.72), internal target occupancy: 114085068B, occupancy: 117322272B, additional buffer size: 6291456B, predicted old gen allocation rate: 9350620.27B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:25.635+0800] GC(784) Basic information (value update), threshold: 111894211B (83.37), target occupancy: 134217728B, current occupancy: 119257600B, recent allocation size: 4194304B, recent allocation duration: 222.39ms, recent old gen allocation rate: 18860324.17B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:25.636+0800] GC(784) Adaptive IHOP information (value update), threshold: 111894211B (98.08), internal target occupancy: 114085068B, occupancy: 119257600B, additional buffer size: 0B, predicted old gen allocation rate: 10197179.20B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:25.863+0800] GC(786) Basic information (value update), threshold: 105678861B (78.74), target occupancy: 134217728B, current occupancy: 83059080B, recent allocation size: 0B, recent allocation duration: 448.35ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:25.863+0800] GC(786) Adaptive IHOP information (value update), threshold: 105678861B (92.63), internal target occupancy: 114085068B, occupancy: 83059080B, additional buffer size: 6291456B, predicted old gen allocation rate: 9842947.23B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:25.967+0800] GC(787) Basic information (value update), threshold: 105751755B (78.79), target occupancy: 134217728B, current occupancy: 87253384B, recent allocation size: 6192B, recent allocation duration: 102.61ms, recent old gen allocation rate: 60342.30B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:25.967+0800] GC(787) Adaptive IHOP information (value update), threshold: 105751755B (92.70), internal target occupancy: 114085068B, occupancy: 87253384B, additional buffer size: 6291456B, predicted old gen allocation rate: 9503668.20B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:26.070+0800] GC(788) Basic information (value update), threshold: 105822020B (78.84), target occupancy: 134217728B, current occupancy: 91680648B, recent allocation size: 6192B, recent allocation duration: 102.12ms, recent old gen allocation rate: 60635.71B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:26.070+0800] GC(788) Adaptive IHOP information (value update), threshold: 105822020B (92.76), internal target occupancy: 114085068B, occupancy: 91680648B, additional buffer size: 6291456B, predicted old gen allocation rate: 9176625.14B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:26.174+0800] GC(789) Basic information (value update), threshold: 105889913B (78.89), target occupancy: 134217728B, current occupancy: 94943112B, recent allocation size: 4128B, recent allocation duration: 102.59ms, recent old gen allocation rate: 40237.03B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:26.174+0800] GC(789) Adaptive IHOP information (value update), threshold: 105889913B (92.82), internal target occupancy: 114085068B, occupancy: 94943112B, additional buffer size: 6291456B, predicted old gen allocation rate: 8860622.99B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:26.329+0800] GC(791) Basic information (value update), threshold: 112246798B (83.63), target occupancy: 134217728B, current occupancy: 99370376B, recent allocation size: 6192B, recent allocation duration: 151.43ms, recent old gen allocation rate: 40891.35B/s, recent marking phase length: 213.53ms
[2024-10-12T11:10:26.329+0800] GC(791) Adaptive IHOP information (value update), threshold: 112246798B (98.39), internal target occupancy: 114085068B, occupancy: 99370376B, additional buffer size: 0B, predicted old gen allocation rate: 8556091.42B/s, predicted marking phase length: 214.85ms, prediction active: true
[2024-10-12T11:10:26.396+0800] GC(792) Basic information (value update), threshold: 112242827B (83.63), target occupancy: 134217728B, current occupancy: 114988488B, recent allocation size: 2441840B, recent allocation duration: 151.43ms, recent old gen allocation rate: 16125666.29B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.396+0800] GC(792) Adaptive IHOP information (value update), threshold: 112242827B (98.39), internal target occupancy: 114085068B, occupancy: 114988488B, additional buffer size: 0B, predicted old gen allocation rate: 8556091.42B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:26.438+0800] GC(793) Basic information (value update), threshold: 105300692B (78.46), target occupancy: 134217728B, current occupancy: 116690440B, recent allocation size: 4194304B, recent allocation duration: 108.52ms, recent old gen allocation rate: 38649897.87B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.438+0800] GC(793) Adaptive IHOP information (value update), threshold: 105300692B (92.30), internal target occupancy: 114085068B, occupancy: 116690440B, additional buffer size: 6291456B, predicted old gen allocation rate: 11578101.79B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:26.688+0800] GC(796) Basic information (value update), threshold: 105387036B (78.52), target occupancy: 134217728B, current occupancy: 84781640B, recent allocation size: 2064B, recent allocation duration: 357.27ms, recent old gen allocation rate: 5777.21B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.688+0800] GC(796) Adaptive IHOP information (value update), threshold: 105387036B (92.38), internal target occupancy: 114085068B, occupancy: 84781640B, additional buffer size: 6291456B, predicted old gen allocation rate: 11177087.33B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:26.792+0800] GC(797) Basic information (value update), threshold: 105469980B (78.58), target occupancy: 134217728B, current occupancy: 88975944B, recent allocation size: 4128B, recent allocation duration: 102.44ms, recent old gen allocation rate: 40296.52B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.792+0800] GC(797) Adaptive IHOP information (value update), threshold: 105469980B (92.45), internal target occupancy: 114085068B, occupancy: 88975944B, additional buffer size: 6291456B, predicted old gen allocation rate: 10791864.66B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:26.793+0800] GC(798) Basic information (value update), threshold: 105401795B (78.53), target occupancy: 134217728B, current occupancy: 89444056B, recent allocation size: 6192B, recent allocation duration: 0.47ms, recent old gen allocation rate: 13070157.11B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.793+0800] GC(798) Adaptive IHOP information (value update), threshold: 105401795B (92.39), internal target occupancy: 114085068B, occupancy: 89444056B, additional buffer size: 6291456B, predicted old gen allocation rate: 11108540.59B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:26.969+0800] GC(800) Basic information (value update), threshold: 111776212B (83.28), target occupancy: 134217728B, current occupancy: 94102088B, recent allocation size: 2097152B, recent allocation duration: 172.82ms, recent old gen allocation rate: 12134558.13B/s, recent marking phase length: 213.29ms
[2024-10-12T11:10:26.969+0800] GC(800) Adaptive IHOP information (value update), threshold: 111776212B (97.98), internal target occupancy: 114085068B, occupancy: 94102088B, additional buffer size: 0B, predicted old gen allocation rate: 10723238.14B/s, predicted marking phase length: 215.31ms, prediction active: true
[2024-10-12T11:10:27.037+0800] GC(801) Basic information (value update), threshold: 111755979B (83.26), target occupancy: 134217728B, current occupancy: 115545736B, recent allocation size: 2782088B, recent allocation duration: 172.82ms, recent old gen allocation rate: 16097740.44B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.037+0800] GC(801) Adaptive IHOP information (value update), threshold: 111755979B (97.96), internal target occupancy: 114085068B, occupancy: 115545736B, additional buffer size: 0B, predicted old gen allocation rate: 10723238.14B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.080+0800] GC(802) Basic information (value update), threshold: 104898373B (78.16), target occupancy: 134217728B, current occupancy: 117253984B, recent allocation size: 4194304B, recent allocation duration: 110.04ms, recent old gen allocation rate: 38117199.18B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.080+0800] GC(802) Adaptive IHOP information (value update), threshold: 104898373B (91.95), internal target occupancy: 114085068B, occupancy: 117253984B, additional buffer size: 6291456B, predicted old gen allocation rate: 13329818.33B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.325+0800] GC(805) Basic information (value update), threshold: 104999018B (78.23), target occupancy: 134217728B, current occupancy: 84532240B, recent allocation size: 0B, recent allocation duration: 354.23ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.325+0800] GC(805) Adaptive IHOP information (value update), threshold: 104999018B (92.04), internal target occupancy: 114085068B, occupancy: 84532240B, additional buffer size: 6291456B, predicted old gen allocation rate: 12866443.05B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.428+0800] GC(806) Basic information (value update), threshold: 105095579B (78.30), target occupancy: 134217728B, current occupancy: 88027664B, recent allocation size: 6192B, recent allocation duration: 102.28ms, recent old gen allocation rate: 60537.95B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.429+0800] GC(806) Adaptive IHOP information (value update), threshold: 105095579B (92.12), internal target occupancy: 114085068B, occupancy: 88027664B, additional buffer size: 6291456B, predicted old gen allocation rate: 12421870.54B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.532+0800] GC(807) Basic information (value update), threshold: 105188672B (78.37), target occupancy: 134217728B, current occupancy: 92221968B, recent allocation size: 6192B, recent allocation duration: 102.48ms, recent old gen allocation rate: 60418.61B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.532+0800] GC(807) Adaptive IHOP information (value update), threshold: 105188672B (92.20), internal target occupancy: 114085068B, occupancy: 92221968B, additional buffer size: 6291456B, predicted old gen allocation rate: 11993267.34B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.636+0800] GC(808) Basic information (value update), threshold: 105278573B (78.44), target occupancy: 134217728B, current occupancy: 96182800B, recent allocation size: 4128B, recent allocation duration: 102.18ms, recent old gen allocation rate: 40400.60B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.636+0800] GC(808) Adaptive IHOP information (value update), threshold: 105278573B (92.28), internal target occupancy: 114085068B, occupancy: 96182800B, additional buffer size: 6291456B, predicted old gen allocation rate: 11579359.34B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.740+0800] GC(809) Basic information (value update), threshold: 105365059B (78.50), target occupancy: 134217728B, current occupancy: 100146192B, recent allocation size: 6192B, recent allocation duration: 102.78ms, recent old gen allocation rate: 60247.77B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.740+0800] GC(809) Adaptive IHOP information (value update), threshold: 105365059B (92.36), internal target occupancy: 114085068B, occupancy: 100146192B, additional buffer size: 6291456B, predicted old gen allocation rate: 11181173.47B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.895+0800] GC(811) Basic information (value update), threshold: 111740029B (83.25), target occupancy: 134217728B, current occupancy: 102707160B, recent allocation size: 6192B, recent allocation duration: 151.59ms, recent old gen allocation rate: 40848.19B/s, recent marking phase length: 234.84ms
[2024-10-12T11:10:27.895+0800] GC(811) Adaptive IHOP information (value update), threshold: 111740029B (97.94), internal target occupancy: 114085068B, occupancy: 102707160B, additional buffer size: 0B, predicted old gen allocation rate: 10796671.76B/s, predicted marking phase length: 217.20ms, prediction active: true
[2024-10-12T11:10:27.963+0800] GC(812) Basic information (value update), threshold: 111736623B (83.25), target occupancy: 134217728B, current occupancy: 115760136B, recent allocation size: 2415008B, recent allocation duration: 151.59ms, recent old gen allocation rate: 15931637.97B/s, recent marking phase length: 213.36ms
[2024-10-12T11:10:27.963+0800] GC(812) Adaptive IHOP information (value update), threshold: 111736623B (97.94), internal target occupancy: 114085068B, occupancy: 115760136B, additional buffer size: 0B, predicted old gen allocation rate: 10796671.76B/s, predicted marking phase length: 217.52ms, prediction active: true
[2024-10-12T11:10:28.006+0800] GC(813) Basic information (value update), threshold: 105278227B (78.44), target occupancy: 134217728B, current occupancy: 117397520B, recent allocation size: 2097152B, recent allocation duration: 109.27ms, recent old gen allocation rate: 19192125.71B/s, recent marking phase length: 213.36ms
[2024-10-12T11:10:28.006+0800] GC(813) Adaptive IHOP information (value update), threshold: 105278227B (92.28), internal target occupancy: 114085068B, occupancy: 117397520B, additional buffer size: 6291456B, predicted old gen allocation rate: 11564156.12B/s, predicted marking phase length: 217.52ms, prediction active: true
[2024-10-12T11:10:28.119+0800] GC(815) Basic information (value update), threshold: 111559882B (83.12), target occupancy: 134217728B, current occupancy: 117636712B, recent allocation size: 2097152B, recent allocation duration: 223.30ms, recent old gen allocation rate: 9391801.25B/s, recent marking phase length: 213.36ms
[2024-10-12T11:10:28.119+0800] GC(815) Adaptive IHOP information (value update), threshold: 111559882B (97.79), internal target occupancy: 114085068B, occupancy: 117636712B, additional buffer size: 0B, predicted old gen allocation rate: 11609217.23B/s, predicted marking phase length: 217.52ms, prediction active: true
