[2024-10-12T11:43:58.289+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:43:58.505+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9704960B, recent allocation size: 2097152B, recent allocation duration: 214.13ms, recent old gen allocation rate: 9793836.88B/s, recent marking phase length: 0.00ms
[2024-10-12T11:44:49.102+0800] GC(511) Adaptive IHOP information (value update), threshold: 107751902B (94.45), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 151124.98B/s, predicted marking phase length: 276.00ms, prediction active: true
[2024-10-12T11:44:49.257+0800] GC(513) Basic information (value update), threshold: 114044199B (84.97), target occupancy: 134217728B, current occupancy: 118991872B, recent allocation size: 6192B, recent allocation duration: 151.54ms, recent old gen allocation rate: 40861.35B/s, recent marking phase length: 212.54ms
[2024-10-12T11:44:49.257+0800] GC(513) Adaptive IHOP information (value update), threshold: 114044199B (99.96), internal target occupancy: 114085068B, occupancy: 118991872B, additional buffer size: 0B, predicted old gen allocation rate: 148076.02B/s, predicted marking phase length: 276.00ms, prediction active: true
[2024-10-12T11:44:49.322+0800] GC(514) Basic information (value update), threshold: 114044519B (84.97), target occupancy: 134217728B, current occupancy: 109673520B, recent allocation size: 35088B, recent allocation duration: 151.54ms, recent old gen allocation rate: 231547.64B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:49.322+0800] GC(514) Adaptive IHOP information (value update), threshold: 114044519B (99.96), internal target occupancy: 114085068B, occupancy: 109673520B, additional buffer size: 0B, predicted old gen allocation rate: 148076.02B/s, predicted marking phase length: 273.85ms, prediction active: true
[2024-10-12T11:44:49.961+0800] GC(520) Basic information (value update), threshold: 107753883B (80.28), target occupancy: 134217728B, current occupancy: 106406912B, recent allocation size: 4128B, recent allocation duration: 102.90ms, recent old gen allocation rate: 40114.71B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:49.961+0800] GC(520) Adaptive IHOP information (value update), threshold: 107753883B (94.45), internal target occupancy: 114085068B, occupancy: 106406912B, additional buffer size: 6291456B, predicted old gen allocation rate: 145080.59B/s, predicted marking phase length: 273.85ms, prediction active: true
[2024-10-12T11:44:50.064+0800] GC(521) Basic information (value update), threshold: 107754402B (80.28), target occupancy: 134217728B, current occupancy: 110601216B, recent allocation size: 6192B, recent allocation duration: 102.54ms, recent old gen allocation rate: 60384.66B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:50.064+0800] GC(521) Adaptive IHOP information (value update), threshold: 107754402B (94.45), internal target occupancy: 114085068B, occupancy: 110601216B, additional buffer size: 6291456B, predicted old gen allocation rate: 143186.82B/s, predicted marking phase length: 273.85ms, prediction active: true
[2024-10-12T11:44:50.169+0800] GC(522) Basic information (value update), threshold: 107754912B (80.28), target occupancy: 134217728B, current occupancy: 114799616B, recent allocation size: 6192B, recent allocation duration: 102.75ms, recent old gen allocation rate: 60261.42B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:50.169+0800] GC(522) Adaptive IHOP information (value update), threshold: 107754912B (94.45), internal target occupancy: 114085068B, occupancy: 114799616B, additional buffer size: 6291456B, predicted old gen allocation rate: 141321.99B/s, predicted marking phase length: 273.85ms, prediction active: true
[2024-10-12T11:44:50.324+0800] GC(524) Basic information (value update), threshold: 114047135B (84.97), target occupancy: 134217728B, current occupancy: 118523904B, recent allocation size: 6192B, recent allocation duration: 151.77ms, recent old gen allocation rate: 40799.07B/s, recent marking phase length: 213.76ms
[2024-10-12T11:44:50.324+0800] GC(524) Adaptive IHOP information (value update), threshold: 114047135B (99.97), internal target occupancy: 114085068B, occupancy: 118523904B, additional buffer size: 0B, predicted old gen allocation rate: 138521.77B/s, predicted marking phase length: 273.85ms, prediction active: true
[2024-10-12T11:44:50.388+0800] GC(525) Basic information (value update), threshold: 114047424B (84.97), target occupancy: 134217728B, current occupancy: 108060736B, recent allocation size: 14448B, recent allocation duration: 151.77ms, recent old gen allocation rate: 95197.83B/s, recent marking phase length: 213.53ms
[2024-10-12T11:44:50.388+0800] GC(525) Adaptive IHOP information (value update), threshold: 114047424B (99.97), internal target occupancy: 114085068B, occupancy: 108060736B, additional buffer size: 0B, predicted old gen allocation rate: 138521.77B/s, predicted marking phase length: 271.76ms, prediction active: true
[2024-10-12T11:44:50.917+0800] GC(530) Basic information (value update), threshold: 107756715B (80.29), target occupancy: 134217728B, current occupancy: 105242112B, recent allocation size: 4128B, recent allocation duration: 102.75ms, recent old gen allocation rate: 40174.69B/s, recent marking phase length: 213.53ms
[2024-10-12T11:44:50.918+0800] GC(530) Adaptive IHOP information (value update), threshold: 107756715B (94.45), internal target occupancy: 114085068B, occupancy: 105242112B, additional buffer size: 6291456B, predicted old gen allocation rate: 135774.71B/s, predicted marking phase length: 271.76ms, prediction active: true
[2024-10-12T11:44:51.021+0800] GC(531) Basic information (value update), threshold: 107757164B (80.29), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.45ms, recent old gen allocation rate: 60441.52B/s, recent marking phase length: 213.53ms
[2024-10-12T11:44:51.021+0800] GC(531) Adaptive IHOP information (value update), threshold: 107757164B (94.45), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 134123.02B/s, predicted marking phase length: 271.76ms, prediction active: true
[2024-10-12T11:44:51.125+0800] GC(532) Basic information (value update), threshold: 107758136B (80.29), target occupancy: 134217728B, current occupancy: 112931840B, recent allocation size: 2064B, recent allocation duration: 102.70ms, recent old gen allocation rate: 20098.32B/s, recent marking phase length: 213.53ms
[2024-10-12T11:44:51.126+0800] GC(532) Adaptive IHOP information (value update), threshold: 107758136B (94.45), internal target occupancy: 114085068B, occupancy: 112931840B, additional buffer size: 6291456B, predicted old gen allocation rate: 130545.60B/s, predicted marking phase length: 271.76ms, prediction active: true
[2024-10-12T11:44:51.281+0800] GC(534) Basic information (value update), threshold: 114050441B (84.97), target occupancy: 134217728B, current occupancy: 117125632B, recent allocation size: 4128B, recent allocation duration: 151.62ms, recent old gen allocation rate: 27226.42B/s, recent marking phase length: 213.53ms
[2024-10-12T11:44:51.281+0800] GC(534) Adaptive IHOP information (value update), threshold: 114050441B (99.97), internal target occupancy: 114085068B, occupancy: 117125632B, additional buffer size: 0B, predicted old gen allocation rate: 127420.53B/s, predicted marking phase length: 271.76ms, prediction active: true
[2024-10-12T11:44:51.386+0800] GC(535) Basic information (value update), threshold: 114050454B (84.97), target occupancy: 134217728B, current occupancy: 108784640B, recent allocation size: 49536B, recent allocation duration: 151.62ms, recent old gen allocation rate: 326717.06B/s, recent marking phase length: 254.58ms
[2024-10-12T11:44:51.386+0800] GC(535) Adaptive IHOP information (value update), threshold: 114050454B (99.97), internal target occupancy: 114085068B, occupancy: 108784640B, additional buffer size: 0B, predicted old gen allocation rate: 127420.53B/s, predicted marking phase length: 271.66ms, prediction active: true
[2024-10-12T11:44:51.914+0800] GC(540) Basic information (value update), threshold: 107759374B (80.29), target occupancy: 134217728B, current occupancy: 106639872B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60432.27B/s, recent marking phase length: 254.58ms
[2024-10-12T11:44:51.914+0800] GC(540) Adaptive IHOP information (value update), threshold: 107759374B (94.46), internal target occupancy: 114085068B, occupancy: 106639872B, additional buffer size: 6291456B, predicted old gen allocation rate: 126036.95B/s, predicted marking phase length: 271.66ms, prediction active: true
[2024-10-12T11:44:51.915+0800] GC(541) Basic information (value update), threshold: 107268658B (79.92), target occupancy: 134217728B, current occupancy: 107112592B, recent allocation size: 6192B, recent allocation duration: 0.52ms, recent old gen allocation rate: 11883536.73B/s, recent marking phase length: 254.58ms
[2024-10-12T11:44:51.915+0800] GC(541) Adaptive IHOP information (value update), threshold: 107268658B (94.03), internal target occupancy: 114085068B, occupancy: 107112592B, additional buffer size: 6291456B, predicted old gen allocation rate: 1932423.95B/s, predicted marking phase length: 271.66ms, prediction active: true
[2024-10-12T11:44:52.091+0800] GC(543) Basic information (value update), threshold: 113577176B (84.62), target occupancy: 134217728B, current occupancy: 110834688B, recent allocation size: 2097152B, recent allocation duration: 172.66ms, recent old gen allocation rate: 12146366.53B/s, recent marking phase length: 254.58ms
[2024-10-12T11:44:52.091+0800] GC(543) Adaptive IHOP information (value update), threshold: 113577176B (99.55), internal target occupancy: 114085068B, occupancy: 110834688B, additional buffer size: 0B, predicted old gen allocation rate: 1869618.33B/s, predicted marking phase length: 271.66ms, prediction active: true
[2024-10-12T11:44:52.198+0800] GC(544) Basic information (value update), threshold: 113575084B (84.62), target occupancy: 134217728B, current occupancy: 108271104B, recent allocation size: 24768B, recent allocation duration: 172.66ms, recent old gen allocation rate: 143452.27B/s, recent marking phase length: 275.39ms
[2024-10-12T11:44:52.198+0800] GC(544) Adaptive IHOP information (value update), threshold: 113575084B (99.55), internal target occupancy: 114085068B, occupancy: 108271104B, additional buffer size: 0B, predicted old gen allocation rate: 1869618.33B/s, predicted marking phase length: 272.77ms, prediction active: true
[2024-10-12T11:44:52.727+0800] GC(549) Basic information (value update), threshold: 107299418B (79.94), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60404.34B/s, recent marking phase length: 275.39ms
[2024-10-12T11:44:52.727+0800] GC(549) Adaptive IHOP information (value update), threshold: 107299418B (94.05), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1811730.73B/s, predicted marking phase length: 272.77ms, prediction active: true
[2024-10-12T11:44:52.831+0800] GC(550) Basic information (value update), threshold: 107314657B (79.96), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 6192B, recent allocation duration: 102.92ms, recent old gen allocation rate: 60162.07B/s, recent marking phase length: 275.39ms
[2024-10-12T11:44:52.831+0800] GC(550) Adaptive IHOP information (value update), threshold: 107314657B (94.07), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 1755865.44B/s, predicted marking phase length: 272.77ms, prediction active: true
[2024-10-12T11:44:52.935+0800] GC(551) Basic information (value update), threshold: 107329605B (79.97), target occupancy: 134217728B, current occupancy: 114795520B, recent allocation size: 4128B, recent allocation duration: 102.43ms, recent old gen allocation rate: 40300.41B/s, recent marking phase length: 275.39ms
[2024-10-12T11:44:52.935+0800] GC(551) Adaptive IHOP information (value update), threshold: 107329605B (94.08), internal target occupancy: 114085068B, occupancy: 114795520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1701065.31B/s, predicted marking phase length: 272.77ms, prediction active: true
[2024-10-12T11:44:53.090+0800] GC(553) Basic information (value update), threshold: 113635645B (84.67), target occupancy: 134217728B, current occupancy: 118756864B, recent allocation size: 4128B, recent allocation duration: 151.85ms, recent old gen allocation rate: 27184.25B/s, recent marking phase length: 275.39ms
[2024-10-12T11:44:53.090+0800] GC(553) Adaptive IHOP information (value update), threshold: 113635645B (99.61), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 0B, predicted old gen allocation rate: 1647598.80B/s, predicted marking phase length: 272.77ms, prediction active: true
[2024-10-12T11:44:53.154+0800] GC(554) Basic information (value update), threshold: 113639034B (84.67), target occupancy: 134217728B, current occupancy: 108042288B, recent allocation size: 66048B, recent allocation duration: 151.85ms, recent old gen allocation rate: 434948.03B/s, recent marking phase length: 213.58ms
[2024-10-12T11:44:53.154+0800] GC(554) Adaptive IHOP information (value update), threshold: 113639034B (99.61), internal target occupancy: 114085068B, occupancy: 108042288B, additional buffer size: 0B, predicted old gen allocation rate: 1647598.80B/s, predicted marking phase length: 270.72ms, prediction active: true
[2024-10-12T11:44:53.682+0800] GC(559) Basic information (value update), threshold: 107361140B (79.99), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.62ms, recent old gen allocation rate: 60338.68B/s, recent marking phase length: 213.58ms
[2024-10-12T11:44:53.682+0800] GC(559) Adaptive IHOP information (value update), threshold: 107361140B (94.11), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1597502.57B/s, predicted marking phase length: 270.72ms, prediction active: true
[2024-10-12T11:44:53.786+0800] GC(560) Basic information (value update), threshold: 107374479B (80.00), target occupancy: 134217728B, current occupancy: 111300608B, recent allocation size: 4128B, recent allocation duration: 102.89ms, recent old gen allocation rate: 40121.04B/s, recent marking phase length: 213.58ms
[2024-10-12T11:44:53.786+0800] GC(560) Adaptive IHOP information (value update), threshold: 107374479B (94.12), internal target occupancy: 114085068B, occupancy: 111300608B, additional buffer size: 6291456B, predicted old gen allocation rate: 1548228.35B/s, predicted marking phase length: 270.72ms, prediction active: true
[2024-10-12T11:44:53.890+0800] GC(561) Basic information (value update), threshold: 107387353B (80.01), target occupancy: 134217728B, current occupancy: 114795520B, recent allocation size: 4128B, recent allocation duration: 102.51ms, recent old gen allocation rate: 40271.08B/s, recent marking phase length: 213.58ms
[2024-10-12T11:44:53.890+0800] GC(561) Adaptive IHOP information (value update), threshold: 107387353B (94.13), internal target occupancy: 114085068B, occupancy: 114795520B, additional buffer size: 6291456B, predicted old gen allocation rate: 1500674.01B/s, predicted marking phase length: 270.72ms, prediction active: true
[2024-10-12T11:44:54.045+0800] GC(563) Basic information (value update), threshold: 113691397B (84.71), target occupancy: 134217728B, current occupancy: 118756864B, recent allocation size: 4128B, recent allocation duration: 152.00ms, recent old gen allocation rate: 27158.63B/s, recent marking phase length: 213.58ms
[2024-10-12T11:44:54.045+0800] GC(563) Adaptive IHOP information (value update), threshold: 113691397B (99.65), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 0B, predicted old gen allocation rate: 1454173.15B/s, predicted marking phase length: 270.72ms, prediction active: true
[2024-10-12T11:44:54.109+0800] GC(564) Basic information (value update), threshold: 113694275B (84.71), target occupancy: 134217728B, current occupancy: 109209664B, recent allocation size: 43344B, recent allocation duration: 152.00ms, recent old gen allocation rate: 285165.58B/s, recent marking phase length: 213.70ms
[2024-10-12T11:44:54.109+0800] GC(564) Adaptive IHOP information (value update), threshold: 113694275B (99.66), internal target occupancy: 114085068B, occupancy: 109209664B, additional buffer size: 0B, predicted old gen allocation rate: 1454173.15B/s, predicted marking phase length: 268.74ms, prediction active: true
[2024-10-12T11:44:54.639+0800] GC(569) Basic information (value update), threshold: 107414969B (80.03), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 2064B, recent allocation duration: 102.90ms, recent old gen allocation rate: 20059.23B/s, recent marking phase length: 213.70ms
[2024-10-12T11:44:54.639+0800] GC(569) Adaptive IHOP information (value update), threshold: 107414969B (94.15), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 1408963.00B/s, predicted marking phase length: 268.74ms, prediction active: true
[2024-10-12T11:44:54.742+0800] GC(570) Basic information (value update), threshold: 107426202B (80.04), target occupancy: 134217728B, current occupancy: 109904384B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60407.18B/s, recent marking phase length: 213.70ms
[2024-10-12T11:44:54.742+0800] GC(570) Adaptive IHOP information (value update), threshold: 107426202B (94.16), internal target occupancy: 114085068B, occupancy: 109904384B, additional buffer size: 6291456B, predicted old gen allocation rate: 1367162.52B/s, predicted marking phase length: 268.74ms, prediction active: true
[2024-10-12T11:44:54.847+0800] GC(571) Basic information (value update), threshold: 107437055B (80.05), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 6192B, recent allocation duration: 102.78ms, recent old gen allocation rate: 60245.97B/s, recent marking phase length: 213.70ms
[2024-10-12T11:44:54.847+0800] GC(571) Adaptive IHOP information (value update), threshold: 107437055B (94.17), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 1326778.76B/s, predicted marking phase length: 268.74ms, prediction active: true
[2024-10-12T11:44:55.001+0800] GC(573) Basic information (value update), threshold: 113739235B (84.74), target occupancy: 134217728B, current occupancy: 118290944B, recent allocation size: 6192B, recent allocation duration: 151.70ms, recent old gen allocation rate: 40817.17B/s, recent marking phase length: 213.70ms
[2024-10-12T11:44:55.002+0800] GC(573) Adaptive IHOP information (value update), threshold: 113739235B (99.70), internal target occupancy: 114085068B, occupancy: 118290944B, additional buffer size: 0B, predicted old gen allocation rate: 1286872.46B/s, predicted marking phase length: 268.74ms, prediction active: true
[2024-10-12T11:44:55.065+0800] GC(574) Basic information (value update), threshold: 113741702B (84.74), target occupancy: 134217728B, current occupancy: 107576368B, recent allocation size: 51600B, recent allocation duration: 151.70ms, recent old gen allocation rate: 340143.12B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:55.065+0800] GC(574) Adaptive IHOP information (value update), threshold: 113741702B (99.70), internal target occupancy: 114085068B, occupancy: 107576368B, additional buffer size: 0B, predicted old gen allocation rate: 1286872.46B/s, predicted marking phase length: 266.82ms, prediction active: true
[2024-10-12T11:44:55.594+0800] GC(579) Basic information (value update), threshold: 107460540B (80.06), target occupancy: 134217728B, current occupancy: 105242112B, recent allocation size: 4128B, recent allocation duration: 103.05ms, recent old gen allocation rate: 40057.41B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:55.594+0800] GC(579) Adaptive IHOP information (value update), threshold: 107460540B (94.19), internal target occupancy: 114085068B, occupancy: 105242112B, additional buffer size: 6291456B, predicted old gen allocation rate: 1248292.44B/s, predicted marking phase length: 266.82ms, prediction active: true
[2024-10-12T11:44:55.698+0800] GC(580) Basic information (value update), threshold: 107470233B (80.07), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.51ms, recent old gen allocation rate: 60404.48B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:55.698+0800] GC(580) Adaptive IHOP information (value update), threshold: 107470233B (94.20), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 1211964.99B/s, predicted marking phase length: 266.82ms, prediction active: true
[2024-10-12T11:44:55.803+0800] GC(581) Basic information (value update), threshold: 107479851B (80.08), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 4128B, recent allocation duration: 102.87ms, recent old gen allocation rate: 40126.49B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:55.803+0800] GC(581) Adaptive IHOP information (value update), threshold: 107479851B (94.21), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 1175918.44B/s, predicted marking phase length: 266.82ms, prediction active: true
[2024-10-12T11:44:55.958+0800] GC(583) Basic information (value update), threshold: 113780759B (84.77), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 151.46ms, recent old gen allocation rate: 27254.45B/s, recent marking phase length: 213.44ms
[2024-10-12T11:44:55.958+0800] GC(583) Adaptive IHOP information (value update), threshold: 113780759B (99.73), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 1140495.67B/s, predicted marking phase length: 266.82ms, prediction active: true
[2024-10-12T11:44:56.022+0800] GC(584) Basic information (value update), threshold: 113782867B (84.77), target occupancy: 134217728B, current occupancy: 109709888B, recent allocation size: 103200B, recent allocation duration: 151.46ms, recent old gen allocation rate: 681361.26B/s, recent marking phase length: 213.43ms
[2024-10-12T11:44:56.022+0800] GC(584) Adaptive IHOP information (value update), threshold: 113782867B (99.74), internal target occupancy: 114085068B, occupancy: 109709888B, additional buffer size: 0B, predicted old gen allocation rate: 1140495.67B/s, predicted marking phase length: 264.97ms, prediction active: true
[2024-10-12T11:44:56.552+0800] GC(589) Basic information (value update), threshold: 107500320B (80.09), target occupancy: 134217728B, current occupancy: 104076800B, recent allocation size: 4128B, recent allocation duration: 102.63ms, recent old gen allocation rate: 40223.53B/s, recent marking phase length: 213.43ms
[2024-10-12T11:44:56.552+0800] GC(589) Adaptive IHOP information (value update), threshold: 107500320B (94.23), internal target occupancy: 114085068B, occupancy: 104076800B, additional buffer size: 6291456B, predicted old gen allocation rate: 1106873.65B/s, predicted marking phase length: 264.97ms, prediction active: true
[2024-10-12T11:44:56.656+0800] GC(590) Basic information (value update), threshold: 107508931B (80.10), target occupancy: 134217728B, current occupancy: 108038144B, recent allocation size: 4128B, recent allocation duration: 102.85ms, recent old gen allocation rate: 40136.15B/s, recent marking phase length: 213.43ms
[2024-10-12T11:44:56.656+0800] GC(590) Adaptive IHOP information (value update), threshold: 107508931B (94.24), internal target occupancy: 114085068B, occupancy: 108038144B, additional buffer size: 6291456B, predicted old gen allocation rate: 1074375.84B/s, predicted marking phase length: 264.97ms, prediction active: true
[2024-10-12T11:44:56.760+0800] GC(591) Basic information (value update), threshold: 107517003B (80.11), target occupancy: 134217728B, current occupancy: 111999488B, recent allocation size: 6192B, recent allocation duration: 102.47ms, recent old gen allocation rate: 60427.77B/s, recent marking phase length: 213.43ms
[2024-10-12T11:44:56.760+0800] GC(591) Adaptive IHOP information (value update), threshold: 107517003B (94.24), internal target occupancy: 114085068B, occupancy: 111999488B, additional buffer size: 6291456B, predicted old gen allocation rate: 1043912.91B/s, predicted marking phase length: 264.97ms, prediction active: true
[2024-10-12T11:44:56.915+0800] GC(593) Basic information (value update), threshold: 113816509B (84.80), target occupancy: 134217728B, current occupancy: 116193792B, recent allocation size: 6192B, recent allocation duration: 151.80ms, recent old gen allocation rate: 40790.68B/s, recent marking phase length: 213.43ms
[2024-10-12T11:44:56.915+0800] GC(593) Adaptive IHOP information (value update), threshold: 113816509B (99.76), internal target occupancy: 114085068B, occupancy: 116193792B, additional buffer size: 0B, predicted old gen allocation rate: 1013533.84B/s, predicted marking phase length: 264.97ms, prediction active: true
[2024-10-12T11:44:57.020+0800] GC(594) Basic information (value update), threshold: 113816341B (84.80), target occupancy: 134217728B, current occupancy: 113164288B, recent allocation size: 14448B, recent allocation duration: 151.80ms, recent old gen allocation rate: 95178.26B/s, recent marking phase length: 254.24ms
[2024-10-12T11:44:57.020+0800] GC(594) Adaptive IHOP information (value update), threshold: 113816341B (99.76), internal target occupancy: 114085068B, occupancy: 113164288B, additional buffer size: 0B, predicted old gen allocation rate: 1013533.84B/s, predicted marking phase length: 265.14ms, prediction active: true
[2024-10-12T11:44:57.549+0800] GC(599) Basic information (value update), threshold: 107532430B (80.12), target occupancy: 134217728B, current occupancy: 110368256B, recent allocation size: 6192B, recent allocation duration: 102.64ms, recent old gen allocation rate: 60326.85B/s, recent marking phase length: 254.24ms
[2024-10-12T11:44:57.549+0800] GC(599) Adaptive IHOP information (value update), threshold: 107532430B (94.26), internal target occupancy: 114085068B, occupancy: 110368256B, additional buffer size: 6291456B, predicted old gen allocation rate: 985080.13B/s, predicted marking phase length: 265.14ms, prediction active: true
[2024-10-12T11:44:57.653+0800] GC(600) Basic information (value update), threshold: 107539726B (80.12), target occupancy: 134217728B, current occupancy: 114329600B, recent allocation size: 6192B, recent allocation duration: 102.49ms, recent old gen allocation rate: 60414.68B/s, recent marking phase length: 254.24ms
[2024-10-12T11:44:57.653+0800] GC(600) Adaptive IHOP information (value update), threshold: 107539726B (94.26), internal target occupancy: 114085068B, occupancy: 114329600B, additional buffer size: 6291456B, predicted old gen allocation rate: 957560.22B/s, predicted marking phase length: 265.14ms, prediction active: true
[2024-10-12T11:44:57.757+0800] GC(601) Basic information (value update), threshold: 107546789B (80.13), target occupancy: 134217728B, current occupancy: 118523904B, recent allocation size: 6192B, recent allocation duration: 103.04ms, recent old gen allocation rate: 60092.25B/s, recent marking phase length: 254.24ms
[2024-10-12T11:44:57.758+0800] GC(601) Adaptive IHOP information (value update), threshold: 107546789B (94.27), internal target occupancy: 114085068B, occupancy: 118523904B, additional buffer size: 6291456B, predicted old gen allocation rate: 930921.05B/s, predicted marking phase length: 265.14ms, prediction active: true
[2024-10-12T11:44:57.912+0800] GC(603) Basic information (value update), threshold: 113845489B (84.82), target occupancy: 134217728B, current occupancy: 122485248B, recent allocation size: 4128B, recent allocation duration: 151.79ms, recent old gen allocation rate: 27195.77B/s, recent marking phase length: 254.24ms
[2024-10-12T11:44:57.913+0800] GC(603) Adaptive IHOP information (value update), threshold: 113845489B (99.79), internal target occupancy: 114085068B, occupancy: 122485248B, additional buffer size: 0B, predicted old gen allocation rate: 903600.87B/s, predicted marking phase length: 265.14ms, prediction active: true
[2024-10-12T11:44:57.976+0800] GC(604) Basic information (value update), threshold: 113847090B (84.82), target occupancy: 134217728B, current occupancy: 115034688B, recent allocation size: 22704B, recent allocation duration: 151.79ms, recent old gen allocation rate: 149576.74B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:57.976+0800] GC(604) Adaptive IHOP information (value update), threshold: 113847090B (99.79), internal target occupancy: 114085068B, occupancy: 115034688B, additional buffer size: 0B, predicted old gen allocation rate: 903600.87B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.380+0800] GC(609) Basic information (value update), threshold: 107562924B (80.14), target occupancy: 134217728B, current occupancy: 81890256B, recent allocation size: 0B, recent allocation duration: 466.07ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:58.380+0800] GC(609) Adaptive IHOP information (value update), threshold: 107562924B (94.28), internal target occupancy: 114085068B, occupancy: 81890256B, additional buffer size: 6291456B, predicted old gen allocation rate: 875920.67B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.484+0800] GC(610) Basic information (value update), threshold: 107569224B (80.15), target occupancy: 134217728B, current occupancy: 86084560B, recent allocation size: 6192B, recent allocation duration: 102.71ms, recent old gen allocation rate: 60285.86B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:58.484+0800] GC(610) Adaptive IHOP information (value update), threshold: 107569224B (94.29), internal target occupancy: 114085068B, occupancy: 86084560B, additional buffer size: 6291456B, predicted old gen allocation rate: 852001.99B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.587+0800] GC(611) Basic information (value update), threshold: 107575570B (80.15), target occupancy: 134217728B, current occupancy: 90045904B, recent allocation size: 4128B, recent allocation duration: 102.30ms, recent old gen allocation rate: 40351.35B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:58.587+0800] GC(611) Adaptive IHOP information (value update), threshold: 107575570B (94.29), internal target occupancy: 114085068B, occupancy: 90045904B, additional buffer size: 6291456B, predicted old gen allocation rate: 827903.74B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.692+0800] GC(612) Basic information (value update), threshold: 106877266B (79.63), target occupancy: 134217728B, current occupancy: 96337360B, recent allocation size: 2103344B, recent allocation duration: 103.33ms, recent old gen allocation rate: 20356457.90B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:58.692+0800] GC(612) Adaptive IHOP information (value update), threshold: 106877266B (93.68), internal target occupancy: 114085068B, occupancy: 96337360B, additional buffer size: 6291456B, predicted old gen allocation rate: 3479360.36B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.796+0800] GC(613) Basic information (value update), threshold: 106906530B (79.65), target occupancy: 134217728B, current occupancy: 100531664B, recent allocation size: 6192B, recent allocation duration: 102.34ms, recent old gen allocation rate: 60506.68B/s, recent marking phase length: 213.95ms
[2024-10-12T11:44:58.796+0800] GC(613) Adaptive IHOP information (value update), threshold: 106906530B (93.71), internal target occupancy: 114085068B, occupancy: 100531664B, additional buffer size: 6291456B, predicted old gen allocation rate: 3368246.19B/s, predicted marking phase length: 263.37ms, prediction active: true
[2024-10-12T11:44:58.951+0800] GC(615) Basic information (value update), threshold: 113226436B (84.36), target occupancy: 134217728B, current occupancy: 102395856B, recent allocation size: 6192B, recent allocation duration: 151.65ms, recent old gen allocation rate: 40831.43B/s, recent marking phase length: 213.95ms
